,Survey,Year,Quarter,YearQuarter,DateTime,ShootLat,ShootLong,LngtClass_cm,CPUE_number_per_hour,Biomass_kg,Maturity
6819,NS-IBTS,1991,1,1,14-01-1991 07:35:00 AM,54.2333,6.7167,15.0,2.0,0.04759048491255755,0
6821,NS-IBTS,1991,1,1,14-01-1991 09:32:00 AM,54.0833,6.4167,13.0,2.0,0.03285163973226016,0
6822,NS-IBTS,1991,1,1,14-01-1991 09:32:00 AM,54.0833,6.4167,14.0,6.0,0.11940888309566268,0
6823,NS-IBTS,1991,1,1,14-01-1991 09:32:00 AM,54.0833,6.4167,15.0,2.0,0.04759048491255755,0
6824,NS-IBTS,1991,1,1,14-01-1991 09:32:00 AM,54.0833,6.4167,16.0,4.0,0.11249792699533778,0
6825,NS-IBTS,1991,1,1,14-01-1991 09:32:00 AM,54.0833,6.4167,17.0,2.0,0.06581221008453363,0
6826,NS-IBTS,1991,1,1,14-01-1991 09:32:00 AM,54.0833,6.4167,18.0,2.0,0.07631318106812097,1
6827,NS-IBTS,1991,1,1,14-01-1991 12:17:00 PM,53.8667,6.3,15.0,2.0,0.04759048491255755,0
6828,NS-IBTS,1991,1,1,14-01-1991 12:17:00 PM,53.8667,6.3,16.0,4.0,0.11249792699533778,0
6829,NS-IBTS,1991,1,1,14-01-1991 12:17:00 PM,53.8667,6.3,17.0,2.0,0.06581221008453363,0
6830,NS-IBTS,1991,1,1,14-01-1991 12:17:00 PM,53.8667,6.3,18.0,6.0,0.2289395432043629,1
6831,NS-IBTS,1991,1,1,14-01-1991 02:29:00 PM,53.8333,6.6333,16.0,2.0,0.05624896349766889,0
6836,NS-IBTS,1991,1,1,15-01-1991 07:40:00 AM,55.2833,5.3833,20.0,8.0,0.401025001494795,1
6835,NS-IBTS,1991,1,1,15-01-1991 07:40:00 AM,55.2833,5.3833,19.0,4.0,0.17556809269258908,1
6833,NS-IBTS,1991,1,1,15-01-1991 07:40:00 AM,55.2833,5.3833,17.0,4.0,0.13162442016906725,0
6832,NS-IBTS,1991,1,1,15-01-1991 07:40:00 AM,55.2833,5.3833,15.0,4.0,0.0951809698251151,0
6834,NS-IBTS,1991,1,1,15-01-1991 07:40:00 AM,55.2833,5.3833,18.0,8.0,0.3052527242724839,1
6837,NS-IBTS,1991,1,1,15-01-1991 09:33:00 AM,55.1,5.6333,12.0,4.0,0.053401467513592045,0
6838,NS-IBTS,1991,1,1,15-01-1991 09:33:00 AM,55.1,5.6333,14.0,6.0,0.11940888309566268,0
6839,NS-IBTS,1991,1,1,15-01-1991 09:33:00 AM,55.1,5.6333,15.0,2.0,0.04759048491255755,0
6840,NS-IBTS,1991,1,1,15-01-1991 09:33:00 AM,55.1,5.6333,16.0,8.0,0.22499585399067557,0
6841,NS-IBTS,1991,1,1,15-01-1991 09:33:00 AM,55.1,5.6333,17.0,4.0,0.13162442016906725,0
6842,NS-IBTS,1991,1,1,15-01-1991 09:33:00 AM,55.1,5.6333,18.0,2.0,0.07631318106812097,1
6843,NS-IBTS,1991,1,1,15-01-1991 09:33:00 AM,55.1,5.6333,19.0,4.0,0.17556809269258908,1
6844,NS-IBTS,1991,1,1,15-01-1991 12:39:00 PM,54.7667,5.6333,0.0,0.0,0.0,0
6847,NS-IBTS,1991,1,1,15-01-1991 03:14:00 PM,54.7167,5.1667,16.0,4.0,0.11249792699533778,0
6845,NS-IBTS,1991,1,1,15-01-1991 03:14:00 PM,54.7167,5.1667,12.0,2.0,0.026700733756796022,0
6846,NS-IBTS,1991,1,1,15-01-1991 03:14:00 PM,54.7167,5.1667,15.0,6.0,0.14277145473767267,0
6848,NS-IBTS,1991,1,1,15-01-1991 03:14:00 PM,54.7167,5.1667,19.0,2.0,0.08778404634629454,1
6849,NS-IBTS,1991,1,1,16-01-1991 07:45:00 AM,54.8167,4.5167,0.0,0.0,0.0,0
6850,NS-IBTS,1991,1,1,16-01-1991 09:50:00 AM,54.6833,4.6167,13.0,4.0,0.06570327946452031,0
6851,NS-IBTS,1991,1,1,16-01-1991 09:50:00 AM,54.6833,4.6167,18.0,2.0,0.07631318106812097,1
6852,NS-IBTS,1991,1,1,16-01-1991 12:29:00 PM,54.4167,4.6167,0.0,0.0,0.0,0
6863,NS-IBTS,1991,1,1,16-01-1991 12:41:00 PM,53.95,5.45,17.0,2.0,0.06581221008453363,0
6862,NS-IBTS,1991,1,1,16-01-1991 12:41:00 PM,53.95,5.45,16.0,2.0,0.05624896349766889,0
6861,NS-IBTS,1991,1,1,16-01-1991 12:41:00 PM,53.95,5.45,15.0,4.0,0.0951809698251151,0
6853,NS-IBTS,1991,1,1,16-01-1991 03:01:00 PM,54.1333,4.4167,0.0,0.0,0.0,0
6854,NS-IBTS,1991,1,1,17-01-1991 07:40:00 AM,54.3333,5.6,12.0,2.0,0.026700733756796022,0
6855,NS-IBTS,1991,1,1,17-01-1991 07:40:00 AM,54.3333,5.6,14.0,2.0,0.03980296103188755,0
6856,NS-IBTS,1991,1,1,17-01-1991 07:40:00 AM,54.3333,5.6,17.0,2.0,0.06581221008453363,0
6857,NS-IBTS,1991,1,1,17-01-1991 07:40:00 AM,54.3333,5.6,18.0,2.0,0.07631318106812097,1
6858,NS-IBTS,1991,1,1,17-01-1991 09:40:00 AM,54.15,5.4833,16.0,2.0,0.05624896349766889,0
6859,NS-IBTS,1991,1,1,17-01-1991 09:40:00 AM,54.15,5.4833,17.0,2.0,0.06581221008453363,0
6860,NS-IBTS,1991,1,1,17-01-1991 09:40:00 AM,54.15,5.4833,18.0,2.0,0.07631318106812097,1
6869,NS-IBTS,1991,1,1,17-01-1991 02:57:00 PM,53.7333,5.25,18.0,7.0,0.2670961337384234,1
6871,NS-IBTS,1991,1,1,17-01-1991 02:57:00 PM,53.7333,5.25,20.0,7.0,0.3508968763079456,1
6870,NS-IBTS,1991,1,1,17-01-1991 02:57:00 PM,53.7333,5.25,19.0,7.0,0.30724416221203094,1
6868,NS-IBTS,1991,1,1,17-01-1991 02:57:00 PM,53.7333,5.25,17.0,59.0,1.941460197493742,0
6867,NS-IBTS,1991,1,1,17-01-1991 02:57:00 PM,53.7333,5.25,16.0,22.0,0.6187385984743577,0
6866,NS-IBTS,1991,1,1,17-01-1991 02:57:00 PM,53.7333,5.25,15.0,29.0,0.6900620312320844,0
6865,NS-IBTS,1991,1,1,17-01-1991 02:57:00 PM,53.7333,5.25,14.0,22.0,0.4378325713507631,0
6864,NS-IBTS,1991,1,1,17-01-1991 02:57:00 PM,53.7333,5.25,13.0,7.0,0.11498073906291056,0
6872,NS-IBTS,1991,1,1,20-01-1991 07:44:00 AM,52.6,4.3,12.0,4.0,0.053401467513592045,0
6873,NS-IBTS,1991,1,1,20-01-1991 07:44:00 AM,52.6,4.3,13.0,2.0,0.03285163973226016,0
6874,NS-IBTS,1991,1,1,20-01-1991 07:44:00 AM,52.6,4.3,14.0,10.0,0.19901480515943776,0
6875,NS-IBTS,1991,1,1,20-01-1991 07:44:00 AM,52.6,4.3,15.0,2.0,0.04759048491255755,0
6876,NS-IBTS,1991,1,1,20-01-1991 07:44:00 AM,52.6,4.3,18.0,2.0,0.07631318106812097,1
6877,NS-IBTS,1991,1,1,20-01-1991 09:37:00 AM,52.75,3.9667,0.0,0.0,0.0,0
6878,NS-IBTS,1991,1,1,20-01-1991 12:44:00 PM,52.4667,4.0833,14.0,2.0,0.03980296103188755,0
6879,NS-IBTS,1991,1,1,20-01-1991 12:44:00 PM,52.4667,4.0833,15.0,2.0,0.04759048491255755,0
6880,NS-IBTS,1991,1,1,20-01-1991 03:02:00 PM,52.3667,3.85,16.0,4.0,0.11249792699533778,0
6881,NS-IBTS,1991,1,1,20-01-1991 03:02:00 PM,52.3667,3.85,17.0,2.0,0.06581221008453363,0
6882,NS-IBTS,1991,1,1,21-01-1991 07:39:00 AM,51.6667,2.1333,12.0,2.0,0.026700733756796022,0
6883,NS-IBTS,1991,1,1,21-01-1991 07:39:00 AM,51.6667,2.1333,13.0,4.0,0.06570327946452031,0
6884,NS-IBTS,1991,1,1,21-01-1991 07:39:00 AM,51.6667,2.1333,15.0,2.0,0.04759048491255755,0
6886,NS-IBTS,1991,1,1,21-01-1991 07:39:00 AM,51.6667,2.1333,20.0,2.0,0.10025625037369874,1
6885,NS-IBTS,1991,1,1,21-01-1991 07:39:00 AM,51.6667,2.1333,18.0,2.0,0.07631318106812097,1
6620,NS-IBTS,1991,1,1,21-01-1991 07:54:00 AM,61.2333,0.4833,0.0,0.0,0.0,0
6888,NS-IBTS,1991,1,1,21-01-1991 10:28:00 AM,51.9,1.8167,13.0,4.0,0.06570327946452031,0
6887,NS-IBTS,1991,1,1,21-01-1991 10:28:00 AM,51.9,1.8167,11.0,2.0,0.021313306162896086,0
6621,NS-IBTS,1991,1,1,21-01-1991 11:33:00 AM,60.7667,0.5833,0.0,0.0,0.0,0
6889,NS-IBTS,1991,1,1,21-01-1991 01:21:00 PM,52.0667,1.9167,14.0,2.0,0.03980296103188755,0
6622,NS-IBTS,1991,1,1,21-01-1991 02:23:00 PM,60.7,1.15,0.0,0.0,0.0,0
6891,NS-IBTS,1991,1,1,21-01-1991 03:30:00 PM,52.2,2.1333,18.0,2.0,0.07631318106812097,1
6892,NS-IBTS,1991,1,1,21-01-1991 03:30:00 PM,52.2,2.1333,19.0,2.0,0.08778404634629454,1
6890,NS-IBTS,1991,1,1,21-01-1991 03:30:00 PM,52.2,2.1333,8.0,2.0,0.009342149982123144,0
6623,NS-IBTS,1991,1,1,21-01-1991 05:45:00 PM,61.05,1.2333,0.0,0.0,0.0,0
6893,NS-IBTS,1991,1,1,22-01-1991 07:44:00 AM,53.4667,0.9,19.0,2.0,0.08778404634629454,1
6624,NS-IBTS,1991,1,1,22-01-1991 09:13:00 AM,60.3167,2.3667,0.0,0.0,0.0,0
6901,NS-IBTS,1991,1,1,22-01-1991 12:23:00 PM,53.8167,0.85,20.0,2.0,0.10025625037369874,1
6902,NS-IBTS,1991,1,1,22-01-1991 12:23:00 PM,53.8167,0.85,22.0,2.0,0.12832713911310234,1
6899,NS-IBTS,1991,1,1,22-01-1991 12:23:00 PM,53.8167,0.85,16.0,2.0,0.05624896349766889,0
6898,NS-IBTS,1991,1,1,22-01-1991 12:23:00 PM,53.8167,0.85,15.0,4.0,0.0951809698251151,0
6897,NS-IBTS,1991,1,1,22-01-1991 12:23:00 PM,53.8167,0.85,14.0,4.0,0.0796059220637751,0
6896,NS-IBTS,1991,1,1,22-01-1991 12:23:00 PM,53.8167,0.85,13.0,2.0,0.03285163973226016,0
6895,NS-IBTS,1991,1,1,22-01-1991 12:23:00 PM,53.8167,0.85,12.0,2.0,0.026700733756796022,0
6894,NS-IBTS,1991,1,1,22-01-1991 12:23:00 PM,53.8167,0.85,11.0,2.0,0.021313306162896086,0
6900,NS-IBTS,1991,1,1,22-01-1991 12:23:00 PM,53.8167,0.85,17.0,2.0,0.06581221008453363,0
6625,NS-IBTS,1991,1,1,22-01-1991 12:50:00 PM,60.5833,3.0667,0.0,0.0,0.0,0
6903,NS-IBTS,1991,1,1,22-01-1991 02:26:00 PM,53.9,1.2167,9.0,2.0,0.01267453013922385,0
6904,NS-IBTS,1991,1,1,22-01-1991 02:26:00 PM,53.9,1.2167,10.0,2.0,0.016651132205755204,0
6905,NS-IBTS,1991,1,1,22-01-1991 02:26:00 PM,53.9,1.2167,15.0,4.0,0.0951809698251151,0
6626,NS-IBTS,1991,1,1,22-01-1991 03:46:00 PM,60.6167,2.6167,0.0,0.0,0.0,0
6627,NS-IBTS,1991,1,1,22-01-1991 07:41:00 PM,61.0667,2.4333,0.0,0.0,0.0,0
6906,NS-IBTS,1991,1,1,23-01-1991 07:47:00 AM,54.2167,0.2167,14.0,2.0,0.03980296103188755,0
6907,NS-IBTS,1991,1,1,23-01-1991 07:47:00 AM,54.2167,0.2167,18.0,2.0,0.07631318106812097,1
6915,NS-IBTS,1991,1,1,23-01-1991 10:24:00 AM,54.4833,0.0,18.0,8.0,0.3052527242724839,1
6916,NS-IBTS,1991,1,1,23-01-1991 10:24:00 AM,54.4833,0.0,19.0,8.0,0.35113618538517816,1
6917,NS-IBTS,1991,1,1,23-01-1991 10:24:00 AM,54.4833,0.0,20.0,6.0,0.3007687511210962,1
6913,NS-IBTS,1991,1,1,23-01-1991 10:24:00 AM,54.4833,0.0,16.0,16.0,0.44999170798135113,0
6912,NS-IBTS,1991,1,1,23-01-1991 10:24:00 AM,54.4833,0.0,15.0,6.0,0.14277145473767267,0
6911,NS-IBTS,1991,1,1,23-01-1991 10:24:00 AM,54.4833,0.0,14.0,4.0,0.0796059220637751,0
6910,NS-IBTS,1991,1,1,23-01-1991 10:24:00 AM,54.4833,0.0,13.0,6.0,0.09855491919678047,0
6909,NS-IBTS,1991,1,1,23-01-1991 10:24:00 AM,54.4833,0.0,12.0,4.0,0.053401467513592045,0
6914,NS-IBTS,1991,1,1,23-01-1991 10:24:00 AM,54.4833,0.0,17.0,10.0,0.32906105042266814,0
6908,NS-IBTS,1991,1,1,23-01-1991 10:24:00 AM,54.4833,0.0,11.0,2.0,0.021313306162896086,0
6628,NS-IBTS,1991,1,1,23-01-1991 11:10:00 AM,60.1333,3.15,0.0,0.0,0.0,0
6919,NS-IBTS,1991,1,1,23-01-1991 12:53:00 PM,54.7667,-0.3167,15.0,5.0,0.11897621228139386,0
6918,NS-IBTS,1991,1,1,23-01-1991 12:53:00 PM,54.7667,-0.3167,14.0,11.0,0.21891628567538154,0
6920,NS-IBTS,1991,1,1,23-01-1991 12:53:00 PM,54.7667,-0.3167,16.0,5.0,0.14062240874417223,0
6921,NS-IBTS,1991,1,1,23-01-1991 12:53:00 PM,54.7667,-0.3167,17.0,5.0,0.16453052521133407,0
6922,NS-IBTS,1991,1,1,23-01-1991 12:53:00 PM,54.7667,-0.3167,18.0,5.0,0.19078295267030243,1
6924,NS-IBTS,1991,1,1,23-01-1991 12:53:00 PM,54.7667,-0.3167,25.0,5.0,0.4467333757807966,1
6923,NS-IBTS,1991,1,1,23-01-1991 12:53:00 PM,54.7667,-0.3167,23.0,5.0,0.35996383739941823,1
6629,NS-IBTS,1991,1,1,23-01-1991 02:20:00 PM,59.7667,3.1167,0.0,0.0,0.0,0
6926,NS-IBTS,1991,1,1,23-01-1991 03:20:00 PM,54.8333,0.0167,21.0,9.0,0.5119225448908516,1
6927,NS-IBTS,1991,1,1,23-01-1991 03:20:00 PM,54.8333,0.0167,23.0,5.0,0.35996383739941823,1
6925,NS-IBTS,1991,1,1,23-01-1991 03:20:00 PM,54.8333,0.0167,20.0,5.0,0.2506406259342469,1
6630,NS-IBTS,1991,1,1,23-01-1991 05:22:00 PM,59.6667,2.4833,0.0,0.0,0.0,0
7019,NS-IBTS,1991,1,1,24-01-1991 07:27:00 AM,55.4,6.5,17.0,4.0,0.13162442016906725,0
7018,NS-IBTS,1991,1,1,24-01-1991 07:27:00 AM,55.4,6.5,11.0,2.0,0.021313306162896086,0
7020,NS-IBTS,1991,1,1,24-01-1991 07:27:00 AM,55.4,6.5,18.0,2.0,0.07631318106812097,1
6930,NS-IBTS,1991,1,1,24-01-1991 07:51:00 AM,55.4167,-0.6333,16.0,4.0,0.11249792699533778,0
6929,NS-IBTS,1991,1,1,24-01-1991 07:51:00 AM,55.4167,-0.6333,12.0,4.0,0.053401467513592045,0
6928,NS-IBTS,1991,1,1,24-01-1991 07:51:00 AM,55.4167,-0.6333,10.0,4.0,0.03330226441151041,0
6631,NS-IBTS,1991,1,1,24-01-1991 08:00:00 AM,60.2167,1.6667,0.0,0.0,0.0,0
6931,NS-IBTS,1991,1,1,24-01-1991 09:55:00 AM,55.3667,-1.1,0.0,0.0,0.0,0
7021,NS-IBTS,1991,1,1,24-01-1991 10:13:00 AM,55.3833,7.2833,0.0,0.0,0.0,0
6632,NS-IBTS,1991,1,1,24-01-1991 11:50:00 AM,60.15,0.7667,0.0,0.0,0.0,0
7022,NS-IBTS,1991,1,1,24-01-1991 12:51:00 PM,55.3167,8.0333,0.0,0.0,0.0,0
6932,NS-IBTS,1991,1,1,24-01-1991 12:59:00 PM,55.7167,-1.2667,0.0,0.0,0.0,0
6633,NS-IBTS,1991,1,1,24-01-1991 02:37:00 PM,59.8167,0.6833,0.0,0.0,0.0,0
7023,NS-IBTS,1991,1,1,24-01-1991 03:26:00 PM,54.9167,7.8667,0.0,0.0,0.0,0
6933,NS-IBTS,1991,1,1,24-01-1991 03:43:00 PM,55.8333,-0.7667,0.0,0.0,0.0,0
6634,NS-IBTS,1991,1,1,25-01-1991 06:36:00 AM,59.6833,1.35,0.0,0.0,0.0,0
7024,NS-IBTS,1991,1,1,25-01-1991 07:33:00 AM,54.7,6.5,17.0,8.0,0.2632488403381345,0
6934,NS-IBTS,1991,1,1,25-01-1991 07:44:00 AM,55.1167,0.9167,0.0,0.0,0.0,0
6935,NS-IBTS,1991,1,1,25-01-1991 09:30:00 AM,54.9333,1.0167,17.0,2.0,0.06581221008453363,0
6635,NS-IBTS,1991,1,1,25-01-1991 09:53:00 AM,59.3167,1.45,0.0,0.0,0.0,0
7025,NS-IBTS,1991,1,1,25-01-1991 11:28:00 AM,54.2833,5.6,20.0,2.0,0.10025625037369874,1
6636,NS-IBTS,1991,1,1,25-01-1991 12:50:00 PM,59.2667,0.7667,0.0,0.0,0.0,0
6936,NS-IBTS,1991,1,1,25-01-1991 02:22:00 PM,54.4167,1.5167,0.0,0.0,0.0,0
7031,NS-IBTS,1991,1,1,25-01-1991 02:43:00 PM,54.25,4.6833,21.0,2.0,0.11376056553130037,1
7030,NS-IBTS,1991,1,1,25-01-1991 02:43:00 PM,54.25,4.6833,20.0,4.0,0.2005125007473975,1
7029,NS-IBTS,1991,1,1,25-01-1991 02:43:00 PM,54.25,4.6833,19.0,4.0,0.17556809269258908,1
7028,NS-IBTS,1991,1,1,25-01-1991 02:43:00 PM,54.25,4.6833,16.0,8.0,0.22499585399067557,0
7027,NS-IBTS,1991,1,1,25-01-1991 02:43:00 PM,54.25,4.6833,15.0,4.0,0.0951809698251151,0
7026,NS-IBTS,1991,1,1,25-01-1991 02:43:00 PM,54.25,4.6833,14.0,6.0,0.11940888309566268,0
6637,NS-IBTS,1991,1,1,25-01-1991 03:54:00 PM,58.9333,0.8167,0.0,0.0,0.0,0
6638,NS-IBTS,1991,1,1,26-01-1991 06:31:00 AM,59.3667,2.15,0.0,0.0,0.0,0
6937,NS-IBTS,1991,1,1,26-01-1991 07:37:00 AM,54.85,2.5,18.0,2.0,0.07631318106812097,1
7032,NS-IBTS,1991,1,1,26-01-1991 07:45:00 AM,53.75,3.4667,15.0,2.0,0.04759048491255755,0
7033,NS-IBTS,1991,1,1,26-01-1991 07:45:00 AM,53.75,3.4667,16.0,4.0,0.11249792699533778,0
7034,NS-IBTS,1991,1,1,26-01-1991 07:45:00 AM,53.75,3.4667,17.0,4.0,0.13162442016906725,0
6938,NS-IBTS,1991,1,1,26-01-1991 09:14:00 AM,55.0167,2.7167,0.0,0.0,0.0,0
6639,NS-IBTS,1991,1,1,26-01-1991 10:36:00 AM,58.8,2.5333,0.0,0.0,0.0,0
7035,NS-IBTS,1991,1,1,26-01-1991 11:05:00 AM,54.25,2.7333,14.0,2.0,0.03980296103188755,0
6939,NS-IBTS,1991,1,1,26-01-1991 12:17:00 PM,55.0667,3.2167,0.0,0.0,0.0,0
