,Survey,Year,Quarter,DateTime,ShootLat,ShootLong,Depth,Merlangius_merlangus_juvenile,Merlangius_merlangus_adult,YearQuarter
0,NS-IBTS,1977,1,01-03-1977 02:52:00 PM,60.2833,0.35,143,0.0,13.762340904398886,1
1,NS-IBTS,1977,1,01-03-1977 06:40:00 PM,60.3667,1.25,140,0.0,8.382010475841152,1
2,NS-IBTS,1977,1,02-03-1977 05:25:00 AM,60.6667,1.1,140,7.720351011605344,30.27717012903142,1
3,NS-IBTS,1977,1,03-03-1977 08:00:00 AM,60.75,0.7333,152,0.0,68.90090406681871,1
4,NS-IBTS,1977,1,03-03-1977 12:43:00 PM,61.2333,0.8333,163,0.0,50.769590549479425,1
5,NS-IBTS,1977,1,03-03-1977 04:37:00 PM,61.3667,1.2833,167,0.0,113.0145865425892,1
6,NS-IBTS,1977,1,03-03-1977 09:55:00 PM,61.2333,2.1333,142,0.0,16.05078926648094,1
245,NS-IBTS,1978,1,30-01-1978 06:30:00 PM,52.8,4.1833,25,5.771597427814549,86.3395990416556,2
246,NS-IBTS,1978,1,31-01-1978 07:40:00 AM,54.2833,1.45,46,0.7547215666165086,0.0,2
247,NS-IBTS,1978,1,31-01-1978 10:37:00 AM,54.6333,1.1833,39,0.23642308308748544,0.0,2
248,NS-IBTS,1978,1,31-01-1978 01:45:00 PM,54.7333,0.4333,76,10.820969028377334,3.420985534499427,2
249,NS-IBTS,1978,1,31-01-1978 05:05:00 PM,54.7,-0.5,64,12.151930098313708,38.391065770659026,2
47,NS-IBTS,1978,1,01-02-1978 07:35:00 AM,55.7833,-1.45,69,1.4857759770013528,497.4683990975422,2
48,NS-IBTS,1978,1,01-02-1978 10:25:00 AM,55.8333,-0.7667,80,6.680989528603865,52.085588008255186,2
49,NS-IBTS,1978,1,01-02-1978 02:35:00 PM,55.7333,0.25,78,6.6900666814091,29.298618245084768,2
59,NS-IBTS,1978,1,02-02-1978 07:27:00 AM,54.2333,0.5,62,0.7182601460172211,3.971390810346418,2
60,NS-IBTS,1978,1,02-02-1978 10:10:00 AM,53.8667,0.7333,40,14.490563708081723,14.46143126194893,2
61,NS-IBTS,1978,1,02-02-1978 01:15:00 PM,53.8,1.5,30,1.1141971564219348,14.609097234430196,2
62,NS-IBTS,1978,1,02-02-1978 04:20:00 PM,53.2833,1.4833,27,3.614648538734763,212.88811919904677,2
71,NS-IBTS,1978,1,03-02-1978 07:20:00 AM,52.55,4.2,21,1.5434379571466437,18.956269281487817,2
83,NS-IBTS,1978,1,05-02-1978 10:24:00 AM,52.4833,3.75,29,1.0185102737116014,57.1565370404644,2
84,NS-IBTS,1978,1,05-02-1978 01:33:00 PM,52.7167,3.3833,32,11.420602799713304,210.95086657824527,2
85,NS-IBTS,1978,1,05-02-1978 04:35:00 PM,52.65,2.9167,38,0.8510279871250721,129.3830286388143,2
90,NS-IBTS,1978,1,06-02-1978 06:11:00 AM,52.4333,4.1667,23,0.9789722183832892,1.8001266242993235,2
91,NS-IBTS,1978,1,06-02-1978 08:27:00 AM,52.6,4.2667,22,6.598154861139426,17.52540071573644,2
92,NS-IBTS,1978,1,06-02-1978 12:35:00 PM,53.0667,4.2,29,0.0,318.19055052212576,2
93,NS-IBTS,1978,1,06-02-1978 01:51:00 PM,53.15,4.2833,34,4.200073321397246,272.6444133224034,2
94,NS-IBTS,1978,1,06-02-1978 03:23:00 PM,53.2833,4.2833,30,0.0,1022.7679825732225,2
99,NS-IBTS,1978,1,07-02-1978 07:02:00 AM,53.95,5.55,36,38.85723523140761,65.55750990350784,2
100,NS-IBTS,1978,1,07-02-1978 08:45:00 AM,53.9333,5.3167,37,59.510042080529786,60.255447650065044,2
101,NS-IBTS,1978,1,07-02-1978 10:12:00 AM,53.9667,5.1333,40,25.165789455650927,28.04722025688255,2
102,NS-IBTS,1978,1,07-02-1978 12:34:00 PM,53.9,4.65,41,7.364838414173855,31.571262686501893,2
103,NS-IBTS,1978,1,07-02-1978 02:19:00 PM,53.8,4.5167,39,6.335713443595218,101.56543621658254,2
104,NS-IBTS,1978,1,07-02-1978 04:02:00 PM,53.95,4.4667,44,42.61019227934378,80.6257638668381,2
110,NS-IBTS,1978,1,08-02-1978 07:16:00 AM,53.8667,7.1333,26,5.220179224321734,16.19495311876997,2
111,NS-IBTS,1978,1,08-02-1978 08:54:00 AM,53.85,6.9333,22,6.3577227707939095,22.913683502095893,2
112,NS-IBTS,1978,1,08-02-1978 09:20:00 AM,60.8667,0.2667,133,0.0,103.79946089559715,2
113,NS-IBTS,1978,1,08-02-1978 10:25:00 AM,53.85,6.7333,26,2.814631281879154,2.623747957593705,2
114,NS-IBTS,1978,1,08-02-1978 12:40:00 PM,53.7833,6.2833,26,0.8645426678166642,5.408147778618607,2
115,NS-IBTS,1978,1,08-02-1978 01:05:00 PM,61.2,0.6,159,0.0,10.30359086840475,2
116,NS-IBTS,1978,1,08-02-1978 02:30:00 PM,53.7333,5.95,24,3.5454346401274925,4.733985260514725,2
117,NS-IBTS,1978,1,08-02-1978 04:16:00 PM,61.2667,1.1333,156,0.0,37.9200745987067,2
118,NS-IBTS,1978,1,08-02-1978 04:23:00 PM,53.6667,5.6333,25,11.677626595975429,5.40373720460141,2
119,NS-IBTS,1978,1,09-02-1978 07:25:00 AM,54.25,8.0833,17,28.522344161028492,43.32535410339357,2
120,NS-IBTS,1978,1,09-02-1978 08:00:00 AM,60.75,1.3333,143,0.0,12.801522001407779,2
121,NS-IBTS,1978,1,09-02-1978 08:47:00 AM,54.35,8.0833,17,10.878542940787565,14.393163501417783,2
122,NS-IBTS,1978,1,09-02-1978 10:08:00 AM,54.4333,8.0667,19,4.194715562613435,5.590077884584644,2
123,NS-IBTS,1978,1,09-02-1978 12:47:00 PM,54.5833,8.0667,17,15.927973525702978,0.6460169897579248,2
124,NS-IBTS,1978,1,09-02-1978 02:57:00 PM,54.55,7.85,22,0.0,0.0,2
125,NS-IBTS,1978,1,09-02-1978 06:25:00 PM,60.3333,0.6333,135,0.0,17.085910882761993,2
134,NS-IBTS,1978,1,11-02-1978 07:33:00 AM,60.3333,2.1833,118,0.0,0.7973179835427253,2
135,NS-IBTS,1978,1,11-02-1978 10:40:00 AM,60.65,2.3,125,0.0,0.0,2
136,NS-IBTS,1978,1,11-02-1978 03:07:00 PM,61.1833,2.3,193,0.0,0.5376086513170533,2
140,NS-IBTS,1978,1,12-02-1978 09:03:00 AM,59.75,2.5,115,0.0,0.0,2
141,NS-IBTS,1978,1,12-02-1978 11:30:00 AM,59.4167,2.1833,125,0.4678499222476215,82.8624157339898,2
142,NS-IBTS,1978,1,12-02-1978 03:15:00 PM,59.1833,1.6667,113,11.870172908995528,10.2855421022071,2
146,NS-IBTS,1978,1,13-02-1978 07:01:00 AM,56.3333,5.3167,55,0.4580930128661128,0.33781125964865255,2
147,NS-IBTS,1978,1,13-02-1978 07:36:00 AM,59.35,0.3833,137,4.763225782500078,51.647797640452524,2
148,NS-IBTS,1978,1,13-02-1978 10:00:00 AM,56.5667,5.3167,58,25.341825138412332,9.219664798187862,2
149,NS-IBTS,1978,1,13-02-1978 11:37:00 AM,59.65,0.6667,128,1.4424466754122385,13.31755877664604,2
150,NS-IBTS,1978,1,13-02-1978 01:30:00 PM,56.4833,4.8333,62,6.08536923095181,1.3506768790097365,2
151,NS-IBTS,1978,1,13-02-1978 03:58:00 PM,56.6167,4.7,63,1.8005885427533506,0.4172166047798199,2
152,NS-IBTS,1978,1,13-02-1978 04:11:00 PM,59.6667,1.4,110,0.6930843236565805,0.0,2
156,NS-IBTS,1978,1,14-02-1978 06:27:00 AM,57.2833,5.05,58,0.4898911020636159,0.4651872521943866,2
157,NS-IBTS,1978,1,14-02-1978 01:04:00 PM,57.3167,4.6833,63,0.3662913458310254,0.0,2
159,NS-IBTS,1978,1,15-02-1978 06:48:00 AM,58.2333,1.5,104,192.01284389107985,74.77621223155421,2
160,NS-IBTS,1978,1,15-02-1978 10:27:00 AM,58.6833,1.4667,116,2.52516847207702,7.421787534859511,2
161,NS-IBTS,1978,1,15-02-1978 02:29:00 PM,58.7333,0.45,131,4.894320865416222,805.2321198719458,2
162,NS-IBTS,1978,1,15-02-1978 07:18:00 PM,58.1167,0.5,151,3.3551047419467044,61.5894387395704,2
164,NS-IBTS,1978,1,16-02-1978 06:35:00 AM,57.7167,0.5167,112,81.52683145953179,95.64869131821484,2
165,NS-IBTS,1978,1,16-02-1978 09:20:00 AM,57.8167,1.1,104,218.75820686639557,25.382634139609003,2
166,NS-IBTS,1978,1,16-02-1978 01:30:00 PM,57.3667,1.3667,91,14.388186675139112,2.6854845148093416,2
167,NS-IBTS,1978,1,16-02-1978 04:52:00 PM,57.3833,0.7,93,141.06144358945764,23.23069791151417,2
168,NS-IBTS,1978,1,16-02-1978 07:45:00 PM,57.2333,5.1,58,0.6703541454140105,3.1148182022453925,2
171,NS-IBTS,1978,1,17-02-1978 06:20:00 AM,57.75,1.4667,87,0.22172349194692453,0.5410521927963843,2
172,NS-IBTS,1978,1,17-02-1978 10:02:00 AM,57.75,0.5167,109,34.470194033574685,35.14223539354225,2
173,NS-IBTS,1978,1,17-02-1978 10:07:00 AM,59.25,3.3,150,0.29714620217814564,19.168465322426982,2
174,NS-IBTS,1978,1,17-02-1978 01:45:00 PM,58.8833,3.1667,113,0.12064861253050069,0.5585000304681137,2
175,NS-IBTS,1978,1,17-02-1978 04:55:00 PM,58.7667,2.6833,110,5.412866961004541,0.14007530829947812,2
177,NS-IBTS,1978,1,19-02-1978 06:45:00 AM,57.3333,2.85,74,2.614296985875129,0.0,2
178,NS-IBTS,1978,1,19-02-1978 09:09:00 AM,57.3333,3.1833,68,13.022907872847162,3.695898759644705,2
179,NS-IBTS,1978,1,19-02-1978 12:52:00 PM,57.6167,2.75,70,29.634724101357467,10.248082334062893,2
180,NS-IBTS,1978,1,19-02-1978 04:15:00 PM,57.7833,3.3667,66,2.7955337915948926,1.5942824511753715,2
181,NS-IBTS,1978,1,20-02-1978 06:25:00 AM,57.7,4.6,86,5.724947258703195,5.86449463872779,2
182,NS-IBTS,1978,1,20-02-1978 07:25:00 AM,57.25,0.5167,86,157.55337043985116,25.97285044397503,2
183,NS-IBTS,1978,1,20-02-1978 08:40:00 AM,57.6333,5.0833,90,2.3979541199445,4.110125595578445,2
184,NS-IBTS,1978,1,20-02-1978 10:30:00 AM,57.2333,1.2833,93,62.8721874430032,0.6603658630480745,2
185,NS-IBTS,1978,1,20-02-1978 01:50:00 PM,56.75,1.4333,95,24.114846722677314,0.0,2
186,NS-IBTS,1978,1,20-02-1978 05:05:00 PM,56.7333,0.5333,85,3.843912744030036,0.18503663559543038,2
187,NS-IBTS,1978,1,20-02-1978 08:10:00 PM,56.3167,0.4333,84,63.8533428483392,16.978543088537517,2
188,NS-IBTS,1978,1,21-02-1978 06:32:00 AM,54.8667,7.4167,22,1.2669138748936177,0.4909245715856877,2
189,NS-IBTS,1978,1,21-02-1978 07:25:00 AM,56.2167,1.5667,84,0.0609505588593135,0.21077395498673143,2
190,NS-IBTS,1978,1,21-02-1978 08:20:00 AM,54.8,7.5333,20,0.11758997907332717,0.14007530829947812,2
191,NS-IBTS,1978,1,21-02-1978 09:09:00 AM,53.45,3.65,30,79.88473304131149,93.18929925293415,2
192,NS-IBTS,1978,1,21-02-1978 10:30:00 AM,55.8333,1.5,81,3.3549785098244786,0.7209225344770703,2
193,NS-IBTS,1978,1,21-02-1978 10:37:00 AM,54.5667,7.4,27,0.10312324344246646,0.0,2
194,NS-IBTS,1978,1,21-02-1978 12:35:00 PM,54.4167,7.3167,33,0.06457541395197942,0.0,2
195,NS-IBTS,1978,1,21-02-1978 12:38:00 PM,53.6,3.45,39,17.45660623535913,37.608700957629914,2
196,NS-IBTS,1978,1,21-02-1978 01:35:00 PM,55.4,1.5,57,0.0,0.0,2
197,NS-IBTS,1978,1,21-02-1978 02:34:00 PM,53.5333,3.6,35,124.96682831782836,132.9357686124394,2
198,NS-IBTS,1978,1,21-02-1978 02:40:00 PM,54.2667,7.3333,37,0.361945837591502,0.0,2
199,NS-IBTS,1978,1,21-02-1978 03:39:00 PM,53.6333,3.5667,40,24.040924254174364,23.429825539302385,2
200,NS-IBTS,1978,1,21-02-1978 04:15:00 PM,55.3,0.85,73,1.1942025191065588,0.641548834574535,2
201,NS-IBTS,1978,1,21-02-1978 04:48:00 PM,53.75,3.5167,39,41.991174397331875,14.500949019670417,2
202,NS-IBTS,1978,1,21-02-1978 04:50:00 PM,54.1167,7.25,33,4.332018486740858,4.562578283095036,2
203,NS-IBTS,1978,1,21-02-1978 07:55:00 PM,55.25,-0.15,76,87.2443658026482,887.3519661151759,2
204,NS-IBTS,1978,1,22-02-1978 06:18:00 AM,54.7333,5.8333,40,21.38864149698552,0.0,2
205,NS-IBTS,1978,1,22-02-1978 06:44:00 AM,53.9167,3.4,39,42.27493257543276,8.714259834876728,2
206,NS-IBTS,1978,1,22-02-1978 08:20:00 AM,53.8833,3.6667,38,69.86546063615086,43.405372296407066,2
207,NS-IBTS,1978,1,22-02-1978 08:57:00 AM,54.6,6.2,38,7.908816456979646,8.166278927937165,2
208,NS-IBTS,1978,1,22-02-1978 11:15:00 AM,54.4,6.1333,38,23.4769365365349,61.27256300875444,2
209,NS-IBTS,1978,1,22-02-1978 12:20:00 PM,52.7667,2.5333,46,0.7378080596625544,10.660512824796323,2
210,NS-IBTS,1978,1,22-02-1978 01:35:00 PM,54.35,5.8167,40,12.59429062920753,6.748712000256591,2
211,NS-IBTS,1978,1,22-02-1978 03:15:00 PM,54.3333,5.6,38,9.641709316672236,1.089775302812308,2
212,NS-IBTS,1978,1,22-02-1978 03:50:00 PM,52.75,3.45,27,0.12064861253050069,19.006622704093537,2
213,NS-IBTS,1978,1,22-02-1978 04:50:00 PM,54.3167,5.4833,40,13.853640964040615,1.912980382368528,2
214,NS-IBTS,1978,1,22-02-1978 06:00:00 PM,52.5833,3.5833,22,1.142269758413558,54.68556994870501,2
215,NS-IBTS,1978,1,23-02-1978 06:30:00 AM,54.6667,4.2333,46,48.47185052760969,3.561537708813449,2
216,NS-IBTS,1978,1,24-02-1978 07:12:00 AM,53.3,3.2667,26,13.13701703754026,13.69111120601311,2
217,NS-IBTS,1978,1,24-02-1978 10:20:00 AM,53.4167,2.8333,29,3.4228672088120438,0.6273461836166812,2
218,NS-IBTS,1978,1,24-02-1978 12:10:00 PM,53.5333,2.8667,29,1.4527653437702952,0.0,2
219,NS-IBTS,1978,1,24-02-1978 02:00:00 PM,53.55,3.15,33,33.523176567835336,14.224770647622838,2
220,NS-IBTS,1978,1,24-02-1978 03:35:00 PM,53.6,3.3333,38,17.669501567799145,17.138202489085636,2
221,NS-IBTS,1978,1,24-02-1978 05:10:00 PM,53.6333,3.1667,39,5.809438465367228,5.52626355424397,2
222,NS-IBTS,1978,1,25-02-1978 07:38:00 AM,53.7833,3.3333,36,0.8215570286272038,2.029991590337214,2
223,NS-IBTS,1978,1,25-02-1978 08:04:00 AM,53.9333,3.6833,33,1.1856129826985526,2.288386393771893,2
224,NS-IBTS,1978,1,25-02-1978 09:40:00 AM,53.9333,3.6833,42,1.6424875483079528,0.1615042474394812,2
225,NS-IBTS,1978,1,25-02-1978 11:40:00 AM,54.0833,3.8,46,1.0227861118832786,0.0,2
226,NS-IBTS,1978,1,25-02-1978 01:40:00 PM,54.1833,4.0667,47,4.483567235525827,2.110915537492288,2
227,NS-IBTS,1978,1,25-02-1978 03:20:00 PM,54.25,4.25,48,14.221589661348363,3.9462645156018397,2
228,NS-IBTS,1978,1,25-02-1978 05:00:00 PM,54.3333,4.3833,48,20.628323206420024,2.623459943057755,2
229,NS-IBTS,1978,1,26-02-1978 06:20:00 AM,54.4167,2.8167,27,0.0,0.0,2
230,NS-IBTS,1978,1,26-02-1978 07:53:00 AM,54.5667,2.8167,32,0.13812987685868763,0.0,2
231,NS-IBTS,1978,1,26-02-1978 09:44:00 AM,54.5833,3.1167,36,0.43937654427694095,0.0,2
232,NS-IBTS,1978,1,27-02-1978 06:35:00 AM,57.9333,2.8333,61,0.0,0.30223423972177266,2
233,NS-IBTS,1978,1,27-02-1978 08:33:00 AM,58.1167,2.8333,75,0.08514541780992452,0.571504871870095,2
234,NS-IBTS,1978,1,27-02-1978 11:40:00 AM,58.1833,3.3333,80,0.5199566356462217,0.0,2
235,NS-IBTS,1978,1,27-02-1978 04:15:00 PM,58.2667,4.1333,189,0.13432490506449202,0.0,2
236,NS-IBTS,1978,1,28-02-1978 07:03:00 AM,59.7167,3.2,150,0.8320885010065124,33.320182477210636,2
237,NS-IBTS,1978,1,28-02-1978 07:30:00 AM,54.9167,6.55,41,4.068100200137204,5.098188577499057,2
238,NS-IBTS,1978,1,28-02-1978 10:25:00 AM,54.7333,7.2667,25,2.54975384907305,2.632892108319104,2
239,NS-IBTS,1978,1,28-02-1978 10:37:00 AM,60.1333,3.2,167,0.0,18.242025764673105,2
240,NS-IBTS,1978,1,28-02-1978 12:35:00 PM,54.6,7.3,30,0.5168139439585954,0.5618264479535741,2
241,NS-IBTS,1978,1,28-02-1978 02:25:00 PM,60.55,3.1667,213,0.0,0.0,2
242,NS-IBTS,1978,1,28-02-1978 02:30:00 PM,54.3667,7.2333,42,1.5637342214654524,2.335365063836572,2
243,NS-IBTS,1978,1,28-02-1978 04:00:00 PM,54.25,7.2,38,1.387982557153343,1.9945139700291858,2
244,NS-IBTS,1978,1,28-02-1978 04:55:00 PM,53.75,2.5,26,2.20421898832157,3.5188431401603957,2
50,NS-IBTS,1978,1,01-03-1978 07:20:00 AM,54.1,7.25,36,0.9978555112583274,0.1615042474394812,2
51,NS-IBTS,1978,1,01-03-1978 09:25:00 AM,54.0833,6.7333,34,3.958253662877852,13.523094300337508,2
52,NS-IBTS,1978,1,01-03-1978 10:24:00 AM,53.8667,3.65,33,1.7128951779258548,0.0,2
53,NS-IBTS,1978,1,01-03-1978 11:42:00 AM,53.85,3.75,36,5.076499278198084,0.9255256526248508,2
54,NS-IBTS,1978,1,01-03-1978 01:11:00 PM,53.8,3.8333,40,1.356310968332568,0.3761044038775721,2
55,NS-IBTS,1978,1,01-03-1978 02:20:00 PM,53.7667,3.85,41,5.238846243331929,1.0879625130439234,2
56,NS-IBTS,1978,1,01-03-1978 03:36:00 PM,53.7333,3.7667,39,0.921747887612912,1.0900200674037968,2
57,NS-IBTS,1978,1,01-03-1978 04:49:00 PM,53.7,3.6667,39,22.706427142032354,5.733465870644445,2
58,NS-IBTS,1978,1,01-03-1978 09:27:00 PM,53.35,3.6667,28,34.55781812519543,42.53518213543731,2
63,NS-IBTS,1978,1,02-03-1978 08:14:00 AM,54.2833,6.1667,41,9.606386595159949,5.472513917139939,2
64,NS-IBTS,1978,1,02-03-1978 08:30:00 AM,54.75,3.5167,44,4.370112670782118,0.7167045210227423,2
65,NS-IBTS,1978,1,02-03-1978 10:25:00 AM,54.7333,4.2167,49,29.724229872915608,15.408135066971596,2
66,NS-IBTS,1978,1,02-03-1978 12:52:00 PM,54.2333,7.45,45,9.446992020396868,19.613555505361084,2
67,NS-IBTS,1978,1,02-03-1978 02:00:00 PM,54.65,5.3167,45,25.10786326277199,5.66394442883137,2
68,NS-IBTS,1978,1,02-03-1978 02:01:00 PM,54.3167,7.4167,46,4.604296255441303,1.645608380826831,2
69,NS-IBTS,1978,1,02-03-1978 03:14:00 PM,54.3167,7.3,45,3.3624563059223718,3.1623011172079796,2
70,NS-IBTS,1978,1,02-03-1978 05:10:00 PM,54.4,6.0167,42,4.064830415623741,1.2060899607783273,2
72,NS-IBTS,1978,1,03-03-1978 08:14:00 AM,54.55,7.1667,41,4.11100144298419,30.333514850869957,2
73,NS-IBTS,1978,1,03-03-1978 11:18:00 AM,54.75,7.7333,21,2.309283911277519,0.7867469820402162,2
74,NS-IBTS,1978,1,03-03-1978 01:55:00 PM,54.8667,7.7833,26,1.2160680500430812,0.0,2
75,NS-IBTS,1978,1,03-03-1978 04:19:00 PM,54.75,6.9167,41,0.4476267961690648,13.224272629243103,2
76,NS-IBTS,1978,1,04-03-1978 08:09:00 AM,56.15,7.2333,26,10.886107749031202,0.0,2
77,NS-IBTS,1978,1,04-03-1978 09:12:00 AM,56.1333,7.3167,27,3.017555326620671,0.0,2
78,NS-IBTS,1978,1,04-03-1978 10:20:00 AM,56.1667,7.3833,27,2.414688040311871,0.14007530829947812,2
79,NS-IBTS,1978,1,04-03-1978 11:30:00 AM,56.2333,7.4333,28,1.0909552179896749,0.0,2
80,NS-IBTS,1978,1,04-03-1978 12:56:00 PM,56.2833,7.5,36,0.9472171090042281,0.4172166047798199,2
81,NS-IBTS,1978,1,04-03-1978 02:02:00 PM,56.3333,7.4833,34,0.4112542657126053,0.0,2
82,NS-IBTS,1978,1,04-03-1978 09:08:00 PM,56.1833,6.4667,41,35.17814471494405,17.386866383342305,2
86,NS-IBTS,1978,1,05-03-1978 08:10:00 AM,56.3167,5.3,52,38.48699448826585,3.0774888863948027,2
87,NS-IBTS,1978,1,05-03-1978 12:17:00 PM,56.3333,4.3167,73,0.6605182126251998,0.42154790997346286,2
88,NS-IBTS,1978,1,05-03-1978 02:34:00 PM,56.5333,4.5,65,5.328806349108482,1.669013989024676,2
89,NS-IBTS,1978,1,05-03-1978 04:56:00 PM,56.5333,5.1,61,132.62064660657015,0.18503663559543038,2
95,NS-IBTS,1978,1,06-03-1978 08:12:00 AM,56.6167,6.85,42,1.7194175828231466,26.95510171492147,2
96,NS-IBTS,1978,1,06-03-1978 09:24:00 AM,56.6333,6.8,36,0.7343803060333899,7.898233589573196,2
97,NS-IBTS,1978,1,06-03-1978 10:35:00 AM,56.6167,6.9167,36,0.9717680112952285,0.4612510079915315,2
98,NS-IBTS,1978,1,06-03-1978 05:11:00 PM,57.0833,6.8833,57,8.847502351060918,4.626876557893447,2
105,NS-IBTS,1978,1,07-03-1978 08:13:00 AM,56.6167,7.8167,23,1.6938897555623216,0.0,2
106,NS-IBTS,1978,1,07-03-1978 01:43:00 PM,57.4333,8.5167,47,0.3553340198322984,0.0,2
107,NS-IBTS,1978,1,07-03-1978 02:46:00 PM,57.4833,8.5667,61,3.4072761521234267,0.0,2
108,NS-IBTS,1978,1,07-03-1978 03:56:00 PM,57.5167,8.6,65,3.398495486090064,0.0,2
109,NS-IBTS,1978,1,07-03-1978 09:36:00 PM,57.4667,7.7667,156,0.6240413015935793,7.599959941620078,2
126,NS-IBTS,1978,1,09-03-1978 08:33:00 AM,56.6,1.4833,90,0.11297436490638554,4.47301370344193,2
127,NS-IBTS,1978,1,09-03-1978 11:06:00 AM,56.3833,1.6167,92,2.051959609669657,5.658643197168275,2
128,NS-IBTS,1978,1,09-03-1978 02:14:00 PM,56.3833,0.8333,91,66.59932520890356,709.0926697210429,2
