,Survey,Year,Quarter,DateTime,ShootLat,ShootLong,Depth,Pleuronectes_platessa_juvenile,Pleuronectes_platessa_adult,YearQuarter
5131,NS-IBTS,1991,1,14-01-1991 12:17:00 PM,53.8667,6.3,24,0.7858788920662394,1.1158009093403654,1
5132,NS-IBTS,1991,1,14-01-1991 02:29:00 PM,53.8333,6.6333,18,3.3184641859125796,5.691546708519173,1
5149,NS-IBTS,1991,1,15-01-1991 07:40:00 AM,55.2833,5.3833,39,0.48918053247048715,5.345124602902501,1
5150,NS-IBTS,1991,1,15-01-1991 09:33:00 AM,55.1,5.6333,40,0.0,5.378452331302805,1
5151,NS-IBTS,1991,1,15-01-1991 12:39:00 PM,54.7667,5.6333,40,0.0,4.243724772813804,1
5152,NS-IBTS,1991,1,15-01-1991 03:14:00 PM,54.7167,5.1667,40,0.0,7.6251323183846775,1
5161,NS-IBTS,1991,1,16-01-1991 07:45:00 AM,54.8167,4.5167,43,0.0,2.775520054522543,1
5162,NS-IBTS,1991,1,16-01-1991 09:50:00 AM,54.6833,4.6167,44,0.0,6.740243055627326,1
5163,NS-IBTS,1991,1,16-01-1991 12:29:00 PM,54.4167,4.6167,44,0.21447908687425105,2.8080453833492784,1
5164,NS-IBTS,1991,1,16-01-1991 12:41:00 PM,53.95,5.45,31,4.948555483358916,5.28833776458814,1
5165,NS-IBTS,1991,1,16-01-1991 03:01:00 PM,54.1333,4.4167,44,0.7276455132005253,9.182897246328437,1
5172,NS-IBTS,1991,1,17-01-1991 07:40:00 AM,54.3333,5.6,38,1.918773119116517,9.661471745795446,1
5173,NS-IBTS,1991,1,17-01-1991 09:40:00 AM,54.15,5.4833,38,2.1646706639786166,5.368526872138995,1
5174,NS-IBTS,1991,1,17-01-1991 02:57:00 PM,53.7333,5.25,26,1.267156823214373,6.817614326725472,1
5190,NS-IBTS,1991,1,20-01-1991 07:44:00 AM,52.6,4.3,19,2.306612979305937,1.092103804566509,1
5191,NS-IBTS,1991,1,20-01-1991 09:37:00 AM,52.75,3.9667,24,0.4599910301274623,0.4464578028022066,1
5192,NS-IBTS,1991,1,20-01-1991 12:44:00 PM,52.4667,4.0833,20,0.6952873060824445,1.9151297777448653,1
5193,NS-IBTS,1991,1,20-01-1991 03:02:00 PM,52.3667,3.85,22,0.40604008897044686,1.8820017855475069,1
5202,NS-IBTS,1991,1,21-01-1991 07:39:00 AM,51.6667,2.1333,43,0.4136705369173119,0.7628003656031022,1
5203,NS-IBTS,1991,1,21-01-1991 07:54:00 AM,61.2333,0.4833,160,0.0,0.0,1
5204,NS-IBTS,1991,1,21-01-1991 10:28:00 AM,51.9,1.8167,34,0.06694797261929318,1.5388637870533575,1
5205,NS-IBTS,1991,1,21-01-1991 11:33:00 AM,60.7667,0.5833,140,0.0,0.0,1
5206,NS-IBTS,1991,1,21-01-1991 01:21:00 PM,52.0667,1.9167,26,0.0,2.009503291533549,1
5207,NS-IBTS,1991,1,21-01-1991 02:23:00 PM,60.7,1.15,140,0.0,0.0,1
5208,NS-IBTS,1991,1,21-01-1991 03:30:00 PM,52.2,2.1333,46,0.1165328633794668,3.7208723695881574,1
5209,NS-IBTS,1991,1,21-01-1991 05:45:00 PM,61.05,1.2333,140,0.0,0.0,1
5219,NS-IBTS,1991,1,22-01-1991 07:44:00 AM,53.4667,0.9,19,0.03397277245574928,0.7357027502252066,1
5220,NS-IBTS,1991,1,22-01-1991 09:13:00 AM,60.3167,2.3667,100,0.0,0.0,1
5221,NS-IBTS,1991,1,22-01-1991 12:23:00 PM,53.8167,0.85,35,1.1070806425473445,0.31634256280089557,1
5222,NS-IBTS,1991,1,22-01-1991 12:50:00 PM,60.5833,3.0667,154,0.0,0.0,1
5223,NS-IBTS,1991,1,22-01-1991 02:26:00 PM,53.9,1.2167,34,0.2978788685153537,5.003049046908199,1
5224,NS-IBTS,1991,1,22-01-1991 03:46:00 PM,60.6167,2.6167,108,0.0,0.0,1
5225,NS-IBTS,1991,1,22-01-1991 07:41:00 PM,61.0667,2.4333,140,0.0,0.0,1
5226,NS-IBTS,1991,1,23-01-1991 07:47:00 AM,54.2167,0.2167,57,0.0,2.811712970225135,1
5227,NS-IBTS,1991,1,23-01-1991 10:24:00 AM,54.4833,0.0,62,0.0,3.074129327878693,1
5228,NS-IBTS,1991,1,23-01-1991 11:10:00 AM,60.1333,3.15,147,0.0,0.0,1
5229,NS-IBTS,1991,1,23-01-1991 12:53:00 PM,54.7667,-0.3167,63,0.0,6.525378605255598,1
5230,NS-IBTS,1991,1,23-01-1991 02:20:00 PM,59.7667,3.1167,129,0.0,0.0,1
5231,NS-IBTS,1991,1,23-01-1991 03:20:00 PM,54.8333,0.0167,70,0.4910238865064225,12.680144945989522,1
5232,NS-IBTS,1991,1,23-01-1991 05:22:00 PM,59.6667,2.4833,110,0.0,0.0,1
5233,NS-IBTS,1991,1,24-01-1991 07:27:00 AM,55.4,6.5,40,0.8323798672890285,8.599721729452149,1
5234,NS-IBTS,1991,1,24-01-1991 07:51:00 AM,55.4167,-0.6333,82,0.0,3.5648080500724535,1
5235,NS-IBTS,1991,1,24-01-1991 08:00:00 AM,60.2167,1.6667,107,0.0,0.0,1
5236,NS-IBTS,1991,1,24-01-1991 09:55:00 AM,55.3667,-1.1,98,0.613779858133028,6.023441581293916,1
5237,NS-IBTS,1991,1,24-01-1991 10:13:00 AM,55.3833,7.2833,15,0.6248845559036196,0.9247010224028267,1
5238,NS-IBTS,1991,1,24-01-1991 11:50:00 AM,60.15,0.7667,140,0.0,0.0,1
5239,NS-IBTS,1991,1,24-01-1991 12:51:00 PM,55.3167,8.0333,16,4.4321171616685096,2.325321038308697,1
5240,NS-IBTS,1991,1,24-01-1991 12:59:00 PM,55.7167,-1.2667,69,0.0,0.39972917326973484,1
5241,NS-IBTS,1991,1,24-01-1991 02:37:00 PM,59.8167,0.6833,120,0.0,0.0,1
5242,NS-IBTS,1991,1,24-01-1991 03:26:00 PM,54.9167,7.8667,20,0.0,0.0,1
5243,NS-IBTS,1991,1,24-01-1991 03:43:00 PM,55.8333,-0.7667,71,0.0,9.433950492855121,1
5244,NS-IBTS,1991,1,25-01-1991 06:36:00 AM,59.6833,1.35,102,0.0,0.0,1
5245,NS-IBTS,1991,1,25-01-1991 07:33:00 AM,54.7,6.5,41,1.664759734578057,3.837319532967749,1
5246,NS-IBTS,1991,1,25-01-1991 07:44:00 AM,55.1167,0.9167,63,0.0,0.9584723848020177,1
5247,NS-IBTS,1991,1,25-01-1991 09:30:00 AM,54.9333,1.0167,57,0.0,0.6700017489984627,1
5248,NS-IBTS,1991,1,25-01-1991 09:53:00 AM,59.3167,1.45,98,0.0,5.20862687937586,1
5249,NS-IBTS,1991,1,25-01-1991 11:28:00 AM,54.2833,5.6,42,0.4599910301274623,3.919631838780509,1
5250,NS-IBTS,1991,1,25-01-1991 12:50:00 PM,59.2667,0.7667,124,0.0,0.0,1
5251,NS-IBTS,1991,1,25-01-1991 02:22:00 PM,54.4167,1.5167,54,0.0,1.0697309222681974,1
5252,NS-IBTS,1991,1,25-01-1991 02:43:00 PM,54.25,4.6833,48,0.28413997173764716,6.844625811100055,1
5253,NS-IBTS,1991,1,25-01-1991 03:54:00 PM,58.9333,0.8167,126,0.0,0.0,1
5256,NS-IBTS,1991,1,26-01-1991 06:31:00 AM,59.3667,2.15,116,0.0,0.0,1
5257,NS-IBTS,1991,1,26-01-1991 07:37:00 AM,54.85,2.5,22,0.0,3.118340063777258,1
5258,NS-IBTS,1991,1,26-01-1991 07:45:00 AM,53.75,3.4667,38,0.21447908687425105,5.840506808352059,1
5259,NS-IBTS,1991,1,26-01-1991 09:14:00 AM,55.0167,2.7167,21,0.0,0.0,1
5260,NS-IBTS,1991,1,26-01-1991 10:36:00 AM,58.8,2.5333,110,0.0,0.0,1
5261,NS-IBTS,1991,1,26-01-1991 11:05:00 AM,54.25,2.7333,42,0.0,0.0,1
5262,NS-IBTS,1991,1,26-01-1991 12:17:00 PM,55.0667,3.2167,24,0.0,1.680338508211495,1
5263,NS-IBTS,1991,1,26-01-1991 01:18:00 PM,58.8667,3.15,110,0.0,0.0,1
5264,NS-IBTS,1991,1,26-01-1991 02:08:00 PM,54.3667,3.5167,47,0.0,0.0,1
5265,NS-IBTS,1991,1,26-01-1991 02:41:00 PM,54.75,3.4333,40,0.0,0.7357027502252066,1
5266,NS-IBTS,1991,1,26-01-1991 04:38:00 PM,59.2833,3.1333,134,0.0,0.0,1
5267,NS-IBTS,1991,1,26-01-1991 05:29:00 PM,54.65,2.7667,23,0.0,4.189275924130971,1
5269,NS-IBTS,1991,1,27-01-1991 07:44:00 AM,54.7667,3.7333,47,0.0,1.4321434721412607,1
5270,NS-IBTS,1991,1,27-01-1991 07:46:00 AM,55.55,0.8333,78,0.0,2.355401042532803,1
5271,NS-IBTS,1991,1,27-01-1991 09:34:00 AM,55.6167,1.2167,76,0.0,4.53639375549,1
5272,NS-IBTS,1991,1,27-01-1991 10:28:00 AM,55.2333,3.4833,30,0.1861944185807831,0.8055934196803897,1
5273,NS-IBTS,1991,1,27-01-1991 12:54:00 PM,55.4333,1.7667,66,0.0,0.0,1
5274,NS-IBTS,1991,1,27-01-1991 01:24:00 PM,55.2667,2.6,39,0.0,0.6700017489984627,1
5275,NS-IBTS,1991,1,27-01-1991 01:56:00 PM,58.1167,3.65,85,0.0,0.0,1
5276,NS-IBTS,1991,1,27-01-1991 03:28:00 PM,55.55,2.3,67,0.21447908687425105,2.7106855577083437,1
5277,NS-IBTS,1991,1,27-01-1991 05:18:00 PM,55.2667,1.45,59,0.0,2.323803405316255,1
5278,NS-IBTS,1991,1,27-01-1991 05:37:00 PM,58.2,2.7333,66,0.0,0.0,1
5283,NS-IBTS,1991,1,28-01-1991 06:26:00 AM,56.25,1.45,83,0.0,0.0,1
5284,NS-IBTS,1991,1,28-01-1991 07:38:00 AM,53.9167,2.65,37,0.24551194325321124,2.8587730455956972,1
5285,NS-IBTS,1991,1,28-01-1991 09:22:00 AM,55.7833,1.4333,79,0.0,0.0,1
5286,NS-IBTS,1991,1,28-01-1991 09:39:00 AM,54.1333,2.9167,45,0.0,0.0,1
5287,NS-IBTS,1991,1,28-01-1991 12:26:00 PM,55.75,0.55,95,0.0,5.278835243123703,1
5288,NS-IBTS,1991,1,28-01-1991 12:42:00 PM,54.0833,3.4667,41,0.0,2.3287142433058814,1
5289,NS-IBTS,1991,1,28-01-1991 03:26:00 PM,53.7333,3.5333,34,0.43170636183399436,1.869189268807667,1
5290,NS-IBTS,1991,1,28-01-1991 04:35:00 PM,56.2333,0.5,90,0.0,0.0,1
5297,NS-IBTS,1991,1,29-01-1991 06:24:00 AM,56.8,0.4833,92,0.0,0.0,1
5298,NS-IBTS,1991,1,29-01-1991 07:37:00 AM,53.0667,2.7167,32,0.0,5.343603039203478,1
5299,NS-IBTS,1991,1,29-01-1991 08:50:00 AM,52.9667,2.5667,35,0.0,6.855856142409568,1
5300,NS-IBTS,1991,1,29-01-1991 09:25:00 AM,56.7667,1.3667,97,0.0,0.0,1
5301,NS-IBTS,1991,1,29-01-1991 12:19:00 PM,57.1833,1.45,97,0.0,0.0,1
5302,NS-IBTS,1991,1,29-01-1991 02:25:00 PM,57.0667,-1.7333,110,0.36479261517467404,1.4575427507541967,1
5303,NS-IBTS,1991,1,29-01-1991 03:16:00 PM,57.3,0.6667,89,0.0,0.0,1
5304,NS-IBTS,1991,1,29-01-1991 05:25:00 PM,57.6167,0.5833,89,0.0,0.0,1
5305,NS-IBTS,1991,1,29-01-1991 07:02:00 PM,56.6667,-1.25,67,0.3723888371615662,6.57669682539245,1
5306,NS-IBTS,1991,1,29-01-1991 09:14:00 PM,59.3167,-0.4,135,0.0,0.0,1
5307,NS-IBTS,1991,1,29-01-1991 09:51:00 PM,56.6,-0.8833,70,0.0,5.932553183541722,1
5308,NS-IBTS,1991,1,30-01-1991 07:00:00 AM,57.8,-0.6167,116,0.0,0.0,1
5309,NS-IBTS,1991,1,30-01-1991 07:21:00 AM,60.1667,-0.3667,126,0.0,0.39972917326973484,1
5310,NS-IBTS,1991,1,30-01-1991 09:57:00 AM,58.25,-0.45,126,0.0,0.0,1
5311,NS-IBTS,1991,1,30-01-1991 11:03:00 AM,60.8167,-0.4667,110,0.0,5.386570831562487,1
5312,NS-IBTS,1991,1,30-01-1991 01:19:00 PM,58.3167,-1.4,90,0.0,2.381079939060295,1
5313,NS-IBTS,1991,1,30-01-1991 02:43:00 PM,61.1667,-0.9833,152,0.0,5.454391543947775,1
5314,NS-IBTS,1991,1,30-01-1991 04:05:00 PM,57.4,4.2,68,0.0,0.0,1
5315,NS-IBTS,1991,1,30-01-1991 05:15:00 PM,57.7333,-1.3,92,0.0,1.5664489425539243,1
5316,NS-IBTS,1991,1,30-01-1991 07:25:00 PM,56.3,-0.9833,67,0.0,8.622482919972164,1
5317,NS-IBTS,1991,1,30-01-1991 10:03:00 PM,60.8167,-1.6833,121,0.0,0.0,1
5318,NS-IBTS,1991,1,31-01-1991 06:23:00 AM,57.8333,-2.5333,85,0.8040951989955605,1.4214190426885533,1
5319,NS-IBTS,1991,1,31-01-1991 07:28:00 AM,60.0,-1.55,128,0.09794555315686408,0.31634256280089557,1
5320,NS-IBTS,1991,1,31-01-1991 08:00:00 AM,58.2,4.5333,230,0.0,0.0,1
5321,NS-IBTS,1991,1,31-01-1991 08:23:00 AM,55.75,0.2,78,0.0,1.5426866505044732,1
5322,NS-IBTS,1991,1,31-01-1991 08:40:00 AM,57.85,-3.25,62,0.0,0.0,1
5323,NS-IBTS,1991,1,31-01-1991 10:45:00 AM,56.0,0.1667,85,0.0,0.0,1
5324,NS-IBTS,1991,1,31-01-1991 10:57:00 AM,58.1667,-3.1667,63,0.24551194325321124,0.9647595139432337,1
5325,NS-IBTS,1991,1,31-01-1991 12:05:00 PM,57.8,4.6333,78,0.0,0.0,1
5326,NS-IBTS,1991,1,31-01-1991 01:27:00 PM,58.3333,-2.5833,57,0.0,0.0,1
5327,NS-IBTS,1991,1,31-01-1991 04:20:00 PM,56.5,1.1667,88,0.0,0.0,1
5328,NS-IBTS,1991,1,31-01-1991 04:30:00 PM,57.8333,3.7167,70,0.0,0.0,1
5329,NS-IBTS,1991,1,31-01-1991 05:25:00 PM,58.65,-1.5333,113,0.0,0.0,1
5330,NS-IBTS,1991,1,31-01-1991 05:55:00 PM,59.9667,-1.55,116,0.21447908687425105,2.949118375196135,1
5331,NS-IBTS,1991,1,31-01-1991 07:46:00 PM,56.35,1.2833,85,0.0,0.47923619240100884,1
5332,NS-IBTS,1991,1,31-01-1991 10:32:00 PM,59.7167,-0.1167,140,0.0,0.0,1
4911,NS-IBTS,1991,1,01-02-1991 06:28:00 AM,58.7333,-0.5833,130,0.0,0.0,1
4912,NS-IBTS,1991,1,01-02-1991 07:25:00 AM,59.3,-1.5,97,0.0,6.488917522556002,1
4913,NS-IBTS,1991,1,01-02-1991 07:55:00 AM,57.9167,0.3333,130,0.0,0.0,1
4914,NS-IBTS,1991,1,01-02-1991 08:20:00 AM,55.55,1.65,78,0.0,0.0,1
4915,NS-IBTS,1991,1,01-02-1991 09:03:00 AM,59.2667,-1.5,97,0.1861944185807831,16.055376745803915,1
4916,NS-IBTS,1991,1,01-02-1991 10:00:00 AM,59.3167,-0.3667,136,0.0,0.0,1
4917,NS-IBTS,1991,1,01-02-1991 11:08:00 AM,58.2667,0.6667,145,0.0,0.0,1
4918,NS-IBTS,1991,1,01-02-1991 11:21:00 AM,55.5667,2.2167,72,0.0,0.6391801043001969,1
4919,NS-IBTS,1991,1,01-02-1991 12:47:00 PM,59.7,-0.2667,138,0.0,0.0,1
4920,NS-IBTS,1991,1,01-02-1991 01:47:00 PM,55.4667,2.1833,52,0.0,1.0280161998300026,1
4921,NS-IBTS,1991,1,01-02-1991 02:30:00 PM,58.5,1.3667,122,0.0,0.0,1
4922,NS-IBTS,1991,1,01-02-1991 04:06:00 PM,59.7167,-0.5833,130,0.0,0.0,1
4923,NS-IBTS,1991,1,02-02-1991 06:25:00 AM,60.4333,0.1667,139,0.0,0.0,1
4924,NS-IBTS,1991,1,02-02-1991 07:35:00 AM,58.2,1.5667,97,0.0,0.0,1
4925,NS-IBTS,1991,1,02-02-1991 08:52:00 AM,60.7,0.7167,153,0.0,0.0,1
4926,NS-IBTS,1991,1,02-02-1991 10:30:00 AM,57.9167,1.5833,90,0.0,0.0,1
4927,NS-IBTS,1991,1,02-02-1991 11:37:00 AM,61.1167,0.6833,164,0.0,0.0,1
4928,NS-IBTS,1991,1,02-02-1991 01:40:00 PM,57.65,2.2833,77,0.0,0.0,1
4929,NS-IBTS,1991,1,02-02-1991 02:09:00 PM,61.25,1.25,155,0.0,0.0,1
4930,NS-IBTS,1991,1,02-02-1991 04:10:00 PM,57.3333,2.4,75,0.0,0.0,1
4931,NS-IBTS,1991,1,02-02-1991 05:20:00 PM,61.2833,2.05,157,0.0,0.0,1
4932,NS-IBTS,1991,1,03-02-1991 06:25:00 AM,60.2167,1.3833,123,0.0,0.0,1
4933,NS-IBTS,1991,1,03-02-1991 07:30:00 AM,56.8333,2.4667,67,0.0,6.1586411169776545,1
4934,NS-IBTS,1991,1,03-02-1991 08:21:00 AM,56.9667,0.55,90,0.0,0.0,1
4935,NS-IBTS,1991,1,03-02-1991 09:07:00 AM,60.6167,1.45,142,0.0,0.0,1
4936,NS-IBTS,1991,1,03-02-1991 12:15:00 PM,57.0833,3.3333,61,0.0,0.0,1
4937,NS-IBTS,1991,1,03-02-1991 01:14:00 PM,57.2333,1.45,95,0.0,0.0,1
4938,NS-IBTS,1991,1,03-02-1991 01:15:00 PM,60.6667,2.3,128,0.0,0.0,1
4939,NS-IBTS,1991,1,03-02-1991 03:37:00 PM,56.8333,3.3667,61,0.0,1.1296974176795984,1
4940,NS-IBTS,1991,1,03-02-1991 07:58:00 PM,57.3167,2.35,81,0.0,0.0,1
4941,NS-IBTS,1991,1,04-02-1991 06:38:00 AM,59.8667,1.4,113,0.0,0.0,1
4942,NS-IBTS,1991,1,04-02-1991 07:30:00 AM,56.5667,4.9667,58,0.0,0.0,1
4943,NS-IBTS,1991,1,04-02-1991 08:04:00 AM,57.0667,-1.7167,94,0.5579365832843264,0.8461869760719414,1
4944,NS-IBTS,1991,1,04-02-1991 08:20:00 AM,56.7833,2.5833,71,0.0,1.1007170992555926,1
4945,NS-IBTS,1991,1,04-02-1991 09:45:00 AM,56.75,4.8667,56,0.0,1.9215312497291226,1
4946,NS-IBTS,1991,1,04-02-1991 10:33:00 AM,60.25,2.5833,103,0.0,0.0,1
4947,NS-IBTS,1991,1,04-02-1991 12:13:00 PM,56.4833,2.6333,71,0.0,1.7499935721503552,1
4948,NS-IBTS,1991,1,04-02-1991 12:30:00 PM,56.6667,5.3333,53,0.0,1.4232556834269077,1
4949,NS-IBTS,1991,1,04-02-1991 01:30:00 PM,52.6,4.5,19,1.6187937723663748,0.7160717360706303,1
4950,NS-IBTS,1991,1,04-02-1991 02:20:00 PM,56.65,5.6667,52,0.0,0.0,1
4951,NS-IBTS,1991,1,04-02-1991 02:30:00 PM,60.2667,3.1333,140,0.0,0.0,1
4952,NS-IBTS,1991,1,04-02-1991 03:55:00 PM,52.8667,4.5,22,0.5343557926024253,0.0,1
4953,NS-IBTS,1991,1,04-02-1991 04:13:00 PM,56.6833,6.1,45,0.0,0.6700017489984627,1
4954,NS-IBTS,1991,1,04-02-1991 04:32:00 PM,56.7833,3.4333,68,0.0,2.026684750422086,1
4955,NS-IBTS,1991,1,04-02-1991 05:15:00 PM,60.5667,3.0833,162,0.0,0.0,1
4956,NS-IBTS,1991,1,04-02-1991 08:36:00 PM,57.0,3.6333,62,0.0,0.30417922980096557,1
4957,NS-IBTS,1991,1,05-02-1991 06:30:00 AM,59.7,3.1833,158,0.0,0.0,1
4958,NS-IBTS,1991,1,05-02-1991 07:22:00 AM,53.1667,4.75,19,9.929195482027122,0.6700017489984627,1
4959,NS-IBTS,1991,1,05-02-1991 07:50:00 AM,57.0333,7.7333,30,0.620519175844698,9.633232937241313,1
4960,NS-IBTS,1991,1,05-02-1991 08:24:00 AM,56.1667,3.6667,69,0.0,2.4100835596823384,1
4961,NS-IBTS,1991,1,05-02-1991 09:02:00 AM,59.7667,2.5167,120,0.0,0.0,1
4962,NS-IBTS,1991,1,05-02-1991 09:05:00 AM,56.2833,-2.0333,50,0.0,0.0,1
4963,NS-IBTS,1991,1,05-02-1991 09:39:00 AM,53.3167,4.35,30,0.0,0.0,1
4964,NS-IBTS,1991,1,05-02-1991 10:34:00 AM,55.9667,3.6667,65,0.0,4.28971273322227,1
4965,NS-IBTS,1991,1,05-02-1991 10:40:00 AM,57.1333,7.25,52,0.0,3.0793406890811874,1
4966,NS-IBTS,1991,1,05-02-1991 12:20:00 PM,57.9333,5.45,161,0.0,0.0,1
4967,NS-IBTS,1991,1,05-02-1991 12:45:00 PM,59.3,2.3,129,0.0,0.0,1
4968,NS-IBTS,1991,1,05-02-1991 12:52:00 PM,53.35,3.6833,30,0.0,1.6017945001733846,1
4969,NS-IBTS,1991,1,05-02-1991 12:58:00 PM,56.3333,-1.3667,60,0.0,0.8130605830866223,1
4970,NS-IBTS,1991,1,05-02-1991 01:33:00 PM,55.9333,4.1167,52,0.0,2.629672092856019,1
4971,NS-IBTS,1991,1,05-02-1991 01:45:00 PM,57.2667,6.7,72,0.0,0.0,1
4972,NS-IBTS,1991,1,05-02-1991 02:31:00 PM,53.1,3.5833,27,0.0,0.0,1
4973,NS-IBTS,1991,1,05-02-1991 03:43:00 PM,56.0167,4.1833,55,0.0,3.6051999997463082,1
4974,NS-IBTS,1991,1,05-02-1991 03:55:00 PM,57.45,5.4333,82,0.0,0.0,1
4975,NS-IBTS,1991,1,05-02-1991 04:14:00 PM,59.3,1.2833,115,0.0,0.0,1
4976,NS-IBTS,1991,1,05-02-1991 04:30:00 PM,57.3667,6.3,77,0.0,1.5412961699055963,1
4977,NS-IBTS,1991,1,05-02-1991 04:33:00 PM,52.85,3.4833,31,0.0,12.38728714783646,1
4978,NS-IBTS,1991,1,05-02-1991 04:55:00 PM,56.2667,-0.5667,75,0.0,2.9395604397197617,1
4979,NS-IBTS,1991,1,05-02-1991 08:45:00 PM,57.2167,6.2167,67,0.0,0.0,1
4980,NS-IBTS,1991,1,06-02-1991 06:35:00 AM,59.2,0.55,134,0.0,0.0,1
4981,NS-IBTS,1991,1,06-02-1991 07:25:00 AM,52.6167,3.35,32,0.0,7.209784069780821,1
4982,NS-IBTS,1991,1,06-02-1991 07:37:00 AM,56.6167,7.8667,26,5.455335122428127,70.95361571145324,1
4983,NS-IBTS,1991,1,06-02-1991 08:19:00 AM,56.7,4.05,51,0.0,1.2252933103106678,1
4984,NS-IBTS,1991,1,06-02-1991 08:25:00 AM,57.4167,7.6333,115,0.0,0.0,1
4985,NS-IBTS,1991,1,06-02-1991 09:50:00 AM,57.0833,-0.2667,81,0.0,4.016857911518346,1
4986,NS-IBTS,1991,1,06-02-1991 10:37:00 AM,58.85,1.35,123,0.0,0.0,1
4987,NS-IBTS,1991,1,06-02-1991 11:00:00 AM,56.5667,7.1833,33,2.277037065859256,16.012196165494274,1
4988,NS-IBTS,1991,1,06-02-1991 01:02:00 PM,56.7333,-0.5167,71,0.0,2.4953144979331077,1
4989,NS-IBTS,1991,1,06-02-1991 01:02:00 PM,57.3,4.3667,65,0.0,0.0,1
4990,NS-IBTS,1991,1,06-02-1991 01:45:00 PM,56.5333,6.8333,42,1.6857073923575832,20.21982466894804,1
4991,NS-IBTS,1991,1,06-02-1991 02:20:00 PM,56.65,6.9,32,0.24551194325321124,4.773829946760301,1
4992,NS-IBTS,1991,1,06-02-1991 02:37:00 PM,58.8,2.2667,109,0.0,0.0,1
4993,NS-IBTS,1991,1,06-02-1991 03:30:00 PM,56.6,7.1,30,0.40604008897044686,9.071914859846238,1
4994,NS-IBTS,1991,1,06-02-1991 03:46:00 PM,57.5167,4.0667,68,0.0,1.8094449874498753,1
4995,NS-IBTS,1991,1,06-02-1991 04:38:00 PM,56.6,7.2833,30,0.0,12.17150019213382,1
4996,NS-IBTS,1991,1,06-02-1991 05:15:00 PM,58.8333,2.75,124,0.0,0.0,1
