,Unnamed: 0,Survey,Year,Quarter,DateTime,ShootLat,ShootLong,Depth,Gadus_morhua_juvenile,Gadus_morhua_adult,YearQuarter,dist_norm,timenorm,attnorm0,attnorm1,attnorm2,geometry,clusters
43,5338,NS-IBTS,1991,1,20-01-1991 12:44:00 PM,52.4667,4.0833,20,0.0,0.0,1,1.0537626264239413,2.053762626423941,1.0,1.0,1.0,POINT (4.0833 52.4667),3
44,5339,NS-IBTS,1991,1,20-01-1991 03:02:00 PM,52.3667,3.85,22,0.0,18.149083182758886,1,1.0833600023992356,2.0833600023992354,1.0,1.0,1.0,POINT (3.85 52.3667),3
45,5348,NS-IBTS,1991,1,21-01-1991 07:39:00 AM,51.6667,2.1333,43,0.0,19.88674885195844,1,1.0304026314650556,2.030402631465056,1.0,1.0,1.0,POINT (2.1333 51.6667),3
46,5349,NS-IBTS,1991,1,21-01-1991 07:54:00 AM,61.2333,0.4833,160,0.0,7.217123296593036,1,1.0166400120192272,2.016640012019227,1.0,1.0,1.0,POINT (0.4833 61.2333),3
47,5350,NS-IBTS,1991,1,21-01-1991 10:28:00 AM,51.9,1.8167,34,0.0,16.782780557038613,1,1.033300000000004,2.033300000000004,1.0,1.0,1.0,POINT (1.8167 51.9),3
48,5351,NS-IBTS,1991,1,21-01-1991 11:33:00 AM,60.7667,0.5833,140,0.0,1.6915994829367755,1,1.0333,2.0333,1.0,1.0,1.0,POINT (0.5833 60.7667),3
49,5352,NS-IBTS,1991,1,21-01-1991 01:21:00 PM,52.0667,1.9167,26,0.0,54.57167351939425,1,1.014252368224266,2.014252368224266,1.0,1.0,1.0,POINT (1.9167 52.0667),3
50,5353,NS-IBTS,1991,1,21-01-1991 02:23:00 PM,60.7,1.15,140,0.0,75.87047971340593,1,1.0454432613266251,2.045443261326625,1.0,1.0,1.0,POINT (1.15 60.7),3
51,5354,NS-IBTS,1991,1,21-01-1991 03:30:00 PM,52.2,2.1333,46,0.0,14.837313513447304,1,1.0981396963516754,2.0981396963516756,1.0,1.0,1.0,POINT (2.1333 52.2),3
52,5355,NS-IBTS,1991,1,21-01-1991 05:45:00 PM,61.05,1.2333,140,0.0,0.0,1,1.0483299079245967,2.0483299079245967,1.0,1.0,1.0,POINT (1.2333 61.05),3
53,5365,NS-IBTS,1991,1,22-01-1991 07:44:00 AM,53.4667,0.9,19,0.5795149416457708,0.0,1,1.0167,2.0167,1.0,1.0,1.0,POINT (0.9 53.4667),3
54,5366,NS-IBTS,1991,1,22-01-1991 09:13:00 AM,60.3167,2.3667,100,0.0,33.97256534256466,1,1.1343680021433689,2.134368002143369,1.0,1.0,1.0,POINT (2.3667 60.3167),3
55,5367,NS-IBTS,1991,1,22-01-1991 12:23:00 PM,53.8167,0.85,35,0.16777365743105202,3.633983071411564,1,1.0235467619854648,2.0235467619854646,1.0,1.0,1.0,POINT (0.85 53.8167),3
56,5368,NS-IBTS,1991,1,22-01-1991 12:50:00 PM,60.5833,3.0667,154,0.048124108166934736,12.926124829429398,1,1.0167000000000002,2.0167,1.0,1.0,1.0,POINT (3.0667 60.5833),3
57,5369,NS-IBTS,1991,1,22-01-1991 02:26:00 PM,53.9,1.2167,34,0.048124108166934736,0.0,1,1.047164075311616,2.047164075311616,1.0,1.0,1.0,POINT (1.2167 53.9),3
58,5370,NS-IBTS,1991,1,22-01-1991 03:46:00 PM,60.6167,2.6167,108,0.0,13.366190373429818,1,1.0540615390088002,2.0540615390088,1.0,1.0,1.0,POINT (2.6167 60.6167),3
59,5371,NS-IBTS,1991,1,22-01-1991 07:41:00 PM,61.0667,2.4333,140,0.0,42.38222340692412,1,1.0167000000000002,2.0167,1.0,1.0,1.0,POINT (2.4333 61.0667),3
60,5372,NS-IBTS,1991,1,23-01-1991 07:47:00 AM,54.2167,0.2167,57,0.4533923393775068,12.391195921568901,1,1.1794188395904914,2.1794188395904914,1.0,1.0,1.0,POINT (0.2167 54.2167),3
61,5373,NS-IBTS,1991,1,23-01-1991 10:24:00 AM,54.4833,0.0,62,1.2185055423829567,28.540720197093567,1,1.05,2.05,1.0,1.0,1.0,POINT (0 54.4833),3
62,5374,NS-IBTS,1991,1,23-01-1991 11:10:00 AM,60.1333,3.15,147,0.0,0.0,1,1.0341744056276028,2.0341744056276028,1.0,1.0,1.0,POINT (3.15 60.1333),3
63,5375,NS-IBTS,1991,1,23-01-1991 12:53:00 PM,54.7667,-0.3167,63,0.21963773691719504,15.072144727537978,1,1.0527151780799393,2.0527151780799393,1.0,1.0,1.0,POINT (-0.3167 54.7667),3
64,5376,NS-IBTS,1991,1,23-01-1991 02:20:00 PM,59.7667,3.1167,129,0.0,46.43904974134658,1,1.0587541487896819,2.058754148789682,1.0,1.0,1.0,POINT (3.1167 59.7667),3
65,5377,NS-IBTS,1991,1,23-01-1991 03:20:00 PM,54.8333,0.0167,70,0.6641727675619027,49.146971672769745,1,1.1840501290409766,2.1840501290409766,1.0,1.0,1.0,POINT (0.0167 54.8333),3
66,5378,NS-IBTS,1991,1,23-01-1991 05:22:00 PM,59.6667,2.4833,110,0.0,0.0,1,1.1049740920417976,2.1049740920417976,1.0,1.0,1.0,POINT (2.4833 59.6667),3
67,5379,NS-IBTS,1991,1,24-01-1991 07:27:00 AM,55.4,6.5,40,0.0,0.0,1,1.1520000328947326,2.1520000328947324,1.0,1.0,1.0,POINT (6.5 55.4),3
68,5380,NS-IBTS,1991,1,24-01-1991 07:51:00 AM,55.4167,-0.6333,82,0.048124108166934736,5.945527819961146,1,1.2121320343559634,2.2121320343559634,1.0,1.0,1.0,POINT (-0.6333 55.4167),3
69,5381,NS-IBTS,1991,1,24-01-1991 08:00:00 AM,60.2167,1.6667,107,0.9102384689474106,35.034756839991736,1,1.2257638589322921,2.225763858932292,1.0,1.0,1.0,POINT (1.6667 60.2167),3
70,5382,NS-IBTS,1991,1,24-01-1991 09:55:00 AM,55.3667,-1.1,98,0.0,0.0,1,1.0430191817681367,2.0430191817681367,1.0,1.0,1.0,POINT (-1.1 55.3667),3
71,5383,NS-IBTS,1991,1,24-01-1991 10:13:00 AM,55.3833,7.2833,15,0.1601195870976927,41.467113136118215,1,1.158110246347283,2.1581102463472828,1.0,1.0,1.0,POINT (7.2833 55.3833),3
72,5384,NS-IBTS,1991,1,24-01-1991 11:50:00 AM,60.15,0.7667,140,0.0,23.00661673600606,1,1.0413841757197084,2.0413841757197084,1.0,1.0,1.0,POINT (0.7667 60.15),3
73,5385,NS-IBTS,1991,1,24-01-1991 12:51:00 PM,55.3167,8.0333,16,0.02289695943187548,0.0,1,1.1226260983640919,2.122626098364092,1.0,1.0,1.0,POINT (8.033300000000001 55.3167),3
74,5386,NS-IBTS,1991,1,24-01-1991 12:59:00 PM,55.7167,-1.2667,69,1.6186955542381654,4.197733873641593,1,1.1308313800278837,2.1308313800278835,1.0,1.0,1.0,POINT (-1.2667 55.7167),3
75,5387,NS-IBTS,1991,1,24-01-1991 02:37:00 PM,59.8167,0.6833,120,0.0,22.351334876693443,1,1.0884653604525523,2.0884653604525525,1.0,1.0,1.0,POINT (0.6833 59.8167),3
76,5388,NS-IBTS,1991,1,24-01-1991 03:26:00 PM,54.9167,7.8667,20,0.9340558707817368,11.63097203114699,1,1.1581138830084177,2.1581138830084177,1.0,1.0,1.0,POINT (7.8667 54.9167),3
77,5389,NS-IBTS,1991,1,24-01-1991 03:43:00 PM,55.8333,-0.7667,71,0.4069444041470182,3.801995332961079,1,1.0478564520205995,2.0478564520205995,1.0,1.0,1.0,POINT (-0.7667 55.8333),3
78,5390,NS-IBTS,1991,1,25-01-1991 06:36:00 AM,59.6833,1.35,102,0.19587463985045175,6.569096894148682,1,1.0334000000000003,2.0334000000000003,1.0,1.0,1.0,POINT (1.35 59.6833),3
79,5391,NS-IBTS,1991,1,25-01-1991 07:33:00 AM,54.7,6.5,41,0.1443646063696501,0.0,1,1.052715178079942,2.052715178079942,1.0,1.0,1.0,POINT (6.5 54.7),3
80,5392,NS-IBTS,1991,1,25-01-1991 07:44:00 AM,55.1167,0.9167,63,0.0,6.980483770496554,1,1.119835095026455,2.1198350950264553,1.0,1.0,1.0,POINT (0.9167 55.1167),3
81,5393,NS-IBTS,1991,1,25-01-1991 09:30:00 AM,54.9333,1.0167,57,0.0,53.98251470609325,1,1.1822747651212326,2.1822747651212326,1.0,1.0,1.0,POINT (1.0167 54.9333),3
82,5394,NS-IBTS,1991,1,25-01-1991 09:53:00 AM,59.3167,1.45,98,0.5628122146198947,28.49671021535749,1,1.0975402481030267,2.0975402481030265,1.0,1.0,1.0,POINT (1.45 59.3167),3
83,5395,NS-IBTS,1991,1,25-01-1991 11:28:00 AM,54.2833,5.6,42,0.0,25.280774780848326,1,1.0432566757853647,2.043256675785365,1.0,1.0,1.0,POINT (5.6 54.2833),3
84,5396,NS-IBTS,1991,1,25-01-1991 12:50:00 PM,59.2667,0.7667,124,0.0,7.71282849699158,1,1.0849575187961606,2.084957518796161,1.0,1.0,1.0,POINT (0.7667 59.2667),3
85,5397,NS-IBTS,1991,1,25-01-1991 02:22:00 PM,54.4167,1.5167,54,0.0,0.0,1,1.0167,2.0167,1.0,1.0,1.0,POINT (1.5167 54.4167),3
86,5398,NS-IBTS,1991,1,25-01-1991 02:43:00 PM,54.25,4.6833,48,0.0,2.0060869226057574,1,1.1166999999999998,2.1167,1.0,1.0,1.0,POINT (4.6833 54.25),3
87,5399,NS-IBTS,1991,1,25-01-1991 03:54:00 PM,58.9333,0.8167,126,0.0,13.007228033868618,1,1.1111960430950707,2.1111960430950707,1.0,1.0,1.0,POINT (0.8167 58.9333),3
88,5402,NS-IBTS,1991,1,26-01-1991 06:31:00 AM,59.3667,2.15,116,0.0,0.0,1,1.074550519783571,2.074550519783571,1.0,1.0,1.0,POINT (2.15 59.3667),3
89,5403,NS-IBTS,1991,1,26-01-1991 07:37:00 AM,54.85,2.5,22,0.2318772940854685,69.17553246128722,1,1.0855862138431216,2.0855862138431216,1.0,1.0,1.0,POINT (2.5 54.85),3
90,5404,NS-IBTS,1991,1,26-01-1991 07:45:00 AM,53.75,3.4667,38,0.0,0.0,1,1.0205353354002287,2.0205353354002287,1.0,1.0,1.0,POINT (3.4667 53.75),3
91,5405,NS-IBTS,1991,1,26-01-1991 09:14:00 AM,55.0167,2.7167,21,0.19361999354795545,0.0,1,1.2172722945982763,2.2172722945982763,1.0,1.0,1.0,POINT (2.7167 55.0167),3
92,5406,NS-IBTS,1991,1,26-01-1991 10:36:00 AM,58.8,2.5333,110,0.0,30.222608133809594,1,1.0236173664916306,2.0236173664916306,1.0,1.0,1.0,POINT (2.5333 58.8),3
93,5407,NS-IBTS,1991,1,26-01-1991 11:05:00 AM,54.25,2.7333,42,0.0,53.640704360526584,1,1.0666999999999973,2.0666999999999973,1.0,1.0,1.0,POINT (2.7333 54.25),3
94,5408,NS-IBTS,1991,1,26-01-1991 12:17:00 PM,55.0667,3.2167,24,0.0,11.562423408148373,1,1.2368520424231149,2.2368520424231146,1.0,1.0,1.0,POINT (3.2167 55.0667),3
95,5409,NS-IBTS,1991,1,26-01-1991 01:18:00 PM,58.8667,3.15,110,10.149416059102483,18.159922383332827,1,1.0687346346465878,2.068734634646588,1.0,1.0,1.0,POINT (3.15 58.8667),3
96,5410,NS-IBTS,1991,1,26-01-1991 02:08:00 PM,54.3667,3.5167,47,0.10764225798643708,185.7219061917157,1,1.0581792059072643,2.0581792059072646,1.0,1.0,1.0,POINT (3.5167 54.3667),3
97,5411,NS-IBTS,1991,1,26-01-1991 02:41:00 PM,54.75,3.4333,40,0.1443646063696501,106.43767732731392,1,1.1000696757264659,2.100069675726466,1.0,1.0,1.0,POINT (3.4333 54.75),3
98,5412,NS-IBTS,1991,1,26-01-1991 04:38:00 PM,59.2833,3.1333,134,0.4533923393775068,109.55645113879585,1,1.0149816554492523,2.0149816554492523,1.0,1.0,1.0,POINT (3.1333 59.2833),3
99,5413,NS-IBTS,1991,1,26-01-1991 05:29:00 PM,54.65,2.7667,23,0.05951814981950235,0.0,1,1.0795191171983212,2.079519117198321,1.0,1.0,1.0,POINT (2.7667 54.65),3
100,5415,NS-IBTS,1991,1,27-01-1991 07:44:00 AM,54.7667,3.7333,47,0.5747180615780703,172.24598235023373,1,1.0378926114170008,2.037892611417001,1.0,1.0,1.0,POINT (3.7333 54.7667),3
101,5416,NS-IBTS,1991,1,27-01-1991 07:46:00 AM,55.55,0.8333,78,2.3702189379257024,25.796033702128486,1,1.1700130877315096,2.1700130877315096,1.0,1.0,1.0,POINT (0.8333 55.55),3
102,5417,NS-IBTS,1991,1,27-01-1991 09:34:00 AM,55.6167,1.2167,76,0.7903348246963706,6.812236641257497,1,1.122976623794929,2.122976623794929,1.0,1.0,1.0,POINT (1.2167 55.6167),3
103,5418,NS-IBTS,1991,1,27-01-1991 10:28:00 AM,55.2333,3.4833,30,0.0,0.0,1,1.0194640694614465,2.0194640694614465,1.0,1.0,1.0,POINT (3.4833 55.2333),3
104,5419,NS-IBTS,1991,1,27-01-1991 12:54:00 PM,55.4333,1.7667,66,0.16777365743105202,17.939408697938628,1,1.0833600023992347,2.0833600023992345,1.0,1.0,1.0,POINT (1.7667 55.4333),3
105,5420,NS-IBTS,1991,1,27-01-1991 01:24:00 PM,55.2667,2.6,39,0.0,23.39129473165648,1,1.0379348125077748,2.0379348125077748,1.0,1.0,1.0,POINT (2.6 55.2667),3
106,5421,NS-IBTS,1991,1,27-01-1991 01:56:00 PM,58.1167,3.65,85,1.916826598548196,4.1129622051475145,1,1.0167200478468248,2.0167200478468246,1.0,1.0,1.0,POINT (3.65 58.1167),3
107,5422,NS-IBTS,1991,1,27-01-1991 03:28:00 PM,55.55,2.3,67,0.0,106.74099901366594,1,1.1422474252842607,2.1422474252842605,1.0,1.0,1.0,POINT (2.3 55.55),3
108,5423,NS-IBTS,1991,1,27-01-1991 05:18:00 PM,55.2667,1.45,59,0.0,0.0,1,1.071448023065723,2.071448023065723,1.0,1.0,1.0,POINT (1.45 55.2667),3
109,5424,NS-IBTS,1991,1,27-01-1991 05:37:00 PM,58.2,2.7333,66,0.0,0.0,1,1.0470933116270218,2.047093311627022,1.0,1.0,1.0,POINT (2.7333 58.2),3
110,5429,NS-IBTS,1991,1,28-01-1991 06:26:00 AM,56.25,1.45,83,0.4533923393775068,17.525767609215947,1,1.0236173664916308,2.0236173664916306,1.0,1.0,1.0,POINT (1.45 56.25),3
111,5430,NS-IBTS,1991,1,28-01-1991 07:38:00 AM,53.9167,2.65,37,0.0,3.443358510138343,1,1.0745505197835645,2.0745505197835645,1.0,1.0,1.0,POINT (2.65 53.9167),3
112,5431,NS-IBTS,1991,1,28-01-1991 09:22:00 AM,55.7833,1.4333,79,0.0,5.553434047617768,1,1.0832800096061457,2.0832800096061455,1.0,1.0,1.0,POINT (1.4333 55.7833),3
113,5432,NS-IBTS,1991,1,28-01-1991 09:39:00 AM,54.1333,2.9167,45,0.2531272895857041,39.69820430420782,1,1.1444672973374956,2.1444672973374956,1.0,1.0,1.0,POINT (2.9167 54.1333),3
114,5433,NS-IBTS,1991,1,28-01-1991 12:26:00 PM,55.75,0.55,95,1.2208332124410544,65.12996091750071,1,1.0849575187961609,2.084957518796161,1.0,1.0,1.0,POINT (0.55 55.75),3
115,5434,NS-IBTS,1991,1,28-01-1991 12:42:00 PM,54.0833,3.4667,41,0.0,0.0,1,1.1344288659477586,2.1344288659477586,1.0,1.0,1.0,POINT (3.4667 54.0833),3
116,5435,NS-IBTS,1991,1,28-01-1991 03:26:00 PM,53.7333,3.5333,34,0.22202919243603408,0.0,1,1.0500000000000007,2.0500000000000007,1.0,1.0,1.0,POINT (3.5333 53.7333),3
117,5436,NS-IBTS,1991,1,28-01-1991 04:35:00 PM,56.2333,0.5,90,0.0,0.8091292868743843,1,1.0167000000000002,2.0167,1.0,1.0,1.0,POINT (0.5 56.2333),3
118,5443,NS-IBTS,1991,1,29-01-1991 06:24:00 AM,56.8,0.4833,92,0.0,0.0,1,1.0499729927060601,2.04997299270606,1.0,1.0,1.0,POINT (0.4833 56.8),3
119,5444,NS-IBTS,1991,1,29-01-1991 07:37:00 AM,53.0667,2.7167,32,0.0,21.017994226499297,1,1.1500000000000057,2.1500000000000057,1.0,1.0,1.0,POINT (2.7167 53.0667),3
120,5445,NS-IBTS,1991,1,29-01-1991 08:50:00 AM,52.9667,2.5667,35,0.0,5.707996075578637,1,1.1325099996226708,2.1325099996226706,1.0,1.0,1.0,POINT (2.5667 52.9667),3
121,5446,NS-IBTS,1991,1,29-01-1991 09:25:00 AM,56.7667,1.3667,97,0.0,21.246578232791236,1,1.0372977211100092,2.037297721110009,1.0,1.0,1.0,POINT (1.3667 56.7667),3
122,5447,NS-IBTS,1991,1,29-01-1991 12:19:00 PM,57.1833,1.45,97,0.0,6.5093623098334685,1,1.0527151780799393,2.0527151780799393,1.0,1.0,1.0,POINT (1.45 57.1833),3
123,5448,NS-IBTS,1991,1,29-01-1991 02:25:00 PM,57.0667,-1.7333,110,0.351439114369592,31.51518975974193,1,1.017360011520733,2.017360011520733,1.0,1.0,1.0,POINT (-1.7333 57.0667),3
124,5449,NS-IBTS,1991,1,29-01-1991 03:16:00 PM,57.3,0.6667,89,0.5032940648003924,6.04081048456195,1,1.1178888459524479,2.117888845952448,1.0,1.0,1.0,POINT (0.6667 57.3),3
125,5450,NS-IBTS,1991,1,29-01-1991 05:25:00 PM,57.6167,0.5833,89,0.5032940648003924,4.508962724242428,1,1.0921826447873988,2.092182644787399,1.0,1.0,1.0,POINT (0.5833 57.6167),3
126,5451,NS-IBTS,1991,1,29-01-1991 07:02:00 PM,56.6667,-1.25,67,0.0,0.0,1,1.0325812829704406,2.0325812829704404,1.0,1.0,1.0,POINT (-1.25 56.6667),3
127,5452,NS-IBTS,1991,1,29-01-1991 09:14:00 PM,59.3167,-0.4,135,0.0,0.8091292868743843,1,1.0390512483795287,2.0390512483795287,1.0,1.0,1.0,POINT (-0.4 59.3167),3
128,5453,NS-IBTS,1991,1,29-01-1991 09:51:00 PM,56.6,-0.8833,70,0.0,0.9387554477446496,1,1.1118033988749907,2.111803398874991,1.0,1.0,1.0,POINT (-0.8833 56.6),3
129,5454,NS-IBTS,1991,1,30-01-1991 07:00:00 AM,57.8,-0.6167,116,0.0,5.978589522667193,1,1.1374934543896538,2.137493454389654,1.0,1.0,1.0,POINT (-0.6167 57.8),3
