,Survey,Year,Quarter,DateTime,ShootLat,ShootLong,Depth,Gadus_morhua_juvenile,Gadus_morhua_adult,YearQuarter
5384,NS-IBTS,1991,1,24-01-1991 11:50:00 AM,60.15,0.7667,140,0.0,23.00661673600606,1
5385,NS-IBTS,1991,1,24-01-1991 12:51:00 PM,55.3167,8.0333,16,0.022896959431875478,0.0,1
5386,NS-IBTS,1991,1,24-01-1991 12:59:00 PM,55.7167,-1.2667,69,1.6186955542381654,4.197733873641593,1
5387,NS-IBTS,1991,1,24-01-1991 02:37:00 PM,59.8167,0.6833,120,0.0,22.351334876693443,1
5388,NS-IBTS,1991,1,24-01-1991 03:26:00 PM,54.9167,7.8667,20,0.9340558707817368,11.630972031146992,1
5389,NS-IBTS,1991,1,24-01-1991 03:43:00 PM,55.8333,-0.7667,71,0.4069444041470182,3.801995332961079,1
5390,NS-IBTS,1991,1,25-01-1991 06:36:00 AM,59.6833,1.35,102,0.19587463985045178,6.569096894148682,1
5391,NS-IBTS,1991,1,25-01-1991 07:33:00 AM,54.7,6.5,41,0.1443646063696501,0.0,1
5392,NS-IBTS,1991,1,25-01-1991 07:44:00 AM,55.1167,0.9167,63,0.0,6.980483770496555,1
5393,NS-IBTS,1991,1,25-01-1991 09:30:00 AM,54.9333,1.0167,57,0.0,53.98251470609324,1
5394,NS-IBTS,1991,1,25-01-1991 09:53:00 AM,59.3167,1.45,98,0.5628122146198947,28.496710215357492,1
5395,NS-IBTS,1991,1,25-01-1991 11:28:00 AM,54.2833,5.6,42,0.0,25.28077478084833,1
5396,NS-IBTS,1991,1,25-01-1991 12:50:00 PM,59.2667,0.7667,124,0.0,7.712828496991581,1
5397,NS-IBTS,1991,1,25-01-1991 02:22:00 PM,54.4167,1.5167,54,0.0,0.0,1
5398,NS-IBTS,1991,1,25-01-1991 02:43:00 PM,54.25,4.6833,48,0.0,2.0060869226057574,1
5399,NS-IBTS,1991,1,25-01-1991 03:54:00 PM,58.9333,0.8167,126,0.0,13.007228033868618,1
5402,NS-IBTS,1991,1,26-01-1991 06:31:00 AM,59.3667,2.15,116,0.0,0.0,1
5403,NS-IBTS,1991,1,26-01-1991 07:37:00 AM,54.85,2.5,22,0.23187729408546853,69.17553246128723,1
5404,NS-IBTS,1991,1,26-01-1991 07:45:00 AM,53.75,3.4667,38,0.0,0.0,1
5405,NS-IBTS,1991,1,26-01-1991 09:14:00 AM,55.0167,2.7167,21,0.19361999354795545,0.0,1
5406,NS-IBTS,1991,1,26-01-1991 10:36:00 AM,58.8,2.5333,110,0.0,30.222608133809594,1
5407,NS-IBTS,1991,1,26-01-1991 11:05:00 AM,54.25,2.7333,42,0.0,53.640704360526584,1
5408,NS-IBTS,1991,1,26-01-1991 12:17:00 PM,55.0667,3.2167,24,0.0,11.562423408148373,1
5409,NS-IBTS,1991,1,26-01-1991 01:18:00 PM,58.8667,3.15,110,10.149416059102483,18.159922383332827,1
5410,NS-IBTS,1991,1,26-01-1991 02:08:00 PM,54.3667,3.5167,47,0.10764225798643709,185.7219061917157,1
5411,NS-IBTS,1991,1,26-01-1991 02:41:00 PM,54.75,3.4333,40,0.1443646063696501,106.43767732731393,1
5412,NS-IBTS,1991,1,26-01-1991 04:38:00 PM,59.2833,3.1333,134,0.4533923393775068,109.55645113879584,1
5413,NS-IBTS,1991,1,26-01-1991 05:29:00 PM,54.65,2.7667,23,0.059518149819502354,0.0,1
5415,NS-IBTS,1991,1,27-01-1991 07:44:00 AM,54.7667,3.7333,47,0.5747180615780703,172.24598235023373,1
5416,NS-IBTS,1991,1,27-01-1991 07:46:00 AM,55.55,0.8333,78,2.3702189379257024,25.796033702128486,1
5417,NS-IBTS,1991,1,27-01-1991 09:34:00 AM,55.6167,1.2167,76,0.7903348246963706,6.812236641257497,1
5418,NS-IBTS,1991,1,27-01-1991 10:28:00 AM,55.2333,3.4833,30,0.0,0.0,1
5419,NS-IBTS,1991,1,27-01-1991 12:54:00 PM,55.4333,1.7667,66,0.16777365743105202,17.93940869793863,1
5420,NS-IBTS,1991,1,27-01-1991 01:24:00 PM,55.2667,2.6,39,0.0,23.39129473165648,1
5421,NS-IBTS,1991,1,27-01-1991 01:56:00 PM,58.1167,3.65,85,1.9168265985481956,4.112962205147515,1
5422,NS-IBTS,1991,1,27-01-1991 03:28:00 PM,55.55,2.3,67,0.0,106.74099901366594,1
5423,NS-IBTS,1991,1,27-01-1991 05:18:00 PM,55.2667,1.45,59,0.0,0.0,1
5424,NS-IBTS,1991,1,27-01-1991 05:37:00 PM,58.2,2.7333,66,0.0,0.0,1
5429,NS-IBTS,1991,1,28-01-1991 06:26:00 AM,56.25,1.45,83,0.4533923393775068,17.525767609215947,1
5430,NS-IBTS,1991,1,28-01-1991 07:38:00 AM,53.9167,2.65,37,0.0,3.443358510138343,1
5431,NS-IBTS,1991,1,28-01-1991 09:22:00 AM,55.7833,1.4333,79,0.0,5.553434047617769,1
5432,NS-IBTS,1991,1,28-01-1991 09:39:00 AM,54.1333,2.9167,45,0.2531272895857041,39.69820430420782,1
5433,NS-IBTS,1991,1,28-01-1991 12:26:00 PM,55.75,0.55,95,1.2208332124410544,65.12996091750072,1
5434,NS-IBTS,1991,1,28-01-1991 12:42:00 PM,54.0833,3.4667,41,0.0,0.0,1
5435,NS-IBTS,1991,1,28-01-1991 03:26:00 PM,53.7333,3.5333,34,0.22202919243603408,0.0,1
5436,NS-IBTS,1991,1,28-01-1991 04:35:00 PM,56.2333,0.5,90,0.0,0.8091292868743843,1
5443,NS-IBTS,1991,1,29-01-1991 06:24:00 AM,56.8,0.4833,92,0.0,0.0,1
5444,NS-IBTS,1991,1,29-01-1991 07:37:00 AM,53.0667,2.7167,32,0.0,21.017994226499297,1
5445,NS-IBTS,1991,1,29-01-1991 08:50:00 AM,52.9667,2.5667,35,0.0,5.707996075578636,1
5446,NS-IBTS,1991,1,29-01-1991 09:25:00 AM,56.7667,1.3667,97,0.0,21.246578232791236,1
5447,NS-IBTS,1991,1,29-01-1991 12:19:00 PM,57.1833,1.45,97,0.0,6.5093623098334685,1
5448,NS-IBTS,1991,1,29-01-1991 02:25:00 PM,57.0667,-1.7333,110,0.35143911436959197,31.51518975974193,1
5449,NS-IBTS,1991,1,29-01-1991 03:16:00 PM,57.3,0.6667,89,0.5032940648003924,6.04081048456195,1
5450,NS-IBTS,1991,1,29-01-1991 05:25:00 PM,57.6167,0.5833,89,0.5032940648003924,4.508962724242428,1
5451,NS-IBTS,1991,1,29-01-1991 07:02:00 PM,56.6667,-1.25,67,0.0,0.0,1
5452,NS-IBTS,1991,1,29-01-1991 09:14:00 PM,59.3167,-0.4,135,0.0,0.8091292868743843,1
5453,NS-IBTS,1991,1,29-01-1991 09:51:00 PM,56.6,-0.8833,70,0.0,0.9387554477446496,1
5454,NS-IBTS,1991,1,30-01-1991 07:00:00 AM,57.8,-0.6167,116,0.0,5.978589522667192,1
5455,NS-IBTS,1991,1,30-01-1991 07:21:00 AM,60.1667,-0.3667,126,0.0,0.0,1
5456,NS-IBTS,1991,1,30-01-1991 09:57:00 AM,58.25,-0.45,126,0.0,15.967674664736514,1
5457,NS-IBTS,1991,1,30-01-1991 11:03:00 AM,60.8167,-0.4667,110,0.0,1.7546192382827301,1
5458,NS-IBTS,1991,1,30-01-1991 01:19:00 PM,58.3167,-1.4,90,0.0,23.208186273889186,1
5459,NS-IBTS,1991,1,30-01-1991 02:43:00 PM,61.1667,-0.9833,152,0.0,6.159818676715622,1
5460,NS-IBTS,1991,1,30-01-1991 04:05:00 PM,57.4,4.2,68,0.0,26.233240820170813,1
5461,NS-IBTS,1991,1,30-01-1991 05:15:00 PM,57.7333,-1.3,92,0.0,0.0,1
5462,NS-IBTS,1991,1,30-01-1991 07:25:00 PM,56.3,-0.9833,67,0.21407633250867047,1.816991535705782,1
5463,NS-IBTS,1991,1,30-01-1991 10:03:00 PM,60.8167,-1.6833,121,0.0,94.19416878965744,1
5464,NS-IBTS,1991,1,31-01-1991 06:23:00 AM,57.8333,-2.5333,85,0.0,0.0,1
5465,NS-IBTS,1991,1,31-01-1991 07:28:00 AM,60.0,-1.55,128,0.0,22.46151802112363,1
5466,NS-IBTS,1991,1,31-01-1991 08:00:00 AM,58.2,4.5333,230,0.0,8.005709065046183,1
5467,NS-IBTS,1991,1,31-01-1991 08:23:00 AM,55.75,0.2,78,0.32382933558502125,4.732957509101674,1
5468,NS-IBTS,1991,1,31-01-1991 08:40:00 AM,57.85,-3.25,62,0.08751268771581844,0.0,1
5469,NS-IBTS,1991,1,31-01-1991 10:45:00 AM,56.0,0.1667,85,0.0,0.4045646434371922,1
5470,NS-IBTS,1991,1,31-01-1991 10:57:00 AM,58.1667,-3.1667,63,0.3574857492097367,2.427258092691973,1
5471,NS-IBTS,1991,1,31-01-1991 12:05:00 PM,57.8,4.6333,78,2.240723099330925,10.59648464866296,1
5472,NS-IBTS,1991,1,31-01-1991 01:27:00 PM,58.3333,-2.5833,57,0.0,0.0,1
5473,NS-IBTS,1991,1,31-01-1991 04:20:00 PM,56.5,1.1667,88,0.18191090829424023,12.669398596663651,1
5474,NS-IBTS,1991,1,31-01-1991 04:30:00 PM,57.8333,3.7167,70,0.0,0.0,1
5475,NS-IBTS,1991,1,31-01-1991 05:25:00 PM,58.65,-1.5333,113,0.0,8.119364549915797,1
5476,NS-IBTS,1991,1,31-01-1991 05:55:00 PM,59.9667,-1.55,116,0.0,0.0,1
5477,NS-IBTS,1991,1,31-01-1991 07:46:00 PM,56.35,1.2833,85,0.0,0.0,1
5478,NS-IBTS,1991,1,31-01-1991 10:32:00 PM,59.7167,-0.1167,140,0.0,14.360866780020928,1
5055,NS-IBTS,1991,1,01-02-1991 06:28:00 AM,58.7333,-0.5833,130,0.0,0.0,1
5056,NS-IBTS,1991,1,01-02-1991 07:25:00 AM,59.3,-1.5,97,0.0,4.132359504822231,1
5057,NS-IBTS,1991,1,01-02-1991 07:55:00 AM,57.9167,0.3333,130,0.0,0.0,1
5058,NS-IBTS,1991,1,01-02-1991 08:20:00 AM,55.55,1.65,78,0.0,52.05237867688912,1
5059,NS-IBTS,1991,1,01-02-1991 09:03:00 AM,59.2667,-1.5,97,0.0,2.1591526205696,1
5060,NS-IBTS,1991,1,01-02-1991 10:00:00 AM,59.3167,-0.3667,136,0.5032940648003924,55.4950160339385,1
5061,NS-IBTS,1991,1,01-02-1991 11:08:00 AM,58.2667,0.6667,145,0.0,47.29092701358553,1
5062,NS-IBTS,1991,1,01-02-1991 11:21:00 AM,55.5667,2.2167,72,0.0,137.93599443969484,1
5063,NS-IBTS,1991,1,01-02-1991 12:47:00 PM,59.7,-0.2667,138,0.4533923393775068,15.448492598147634,1
5064,NS-IBTS,1991,1,01-02-1991 01:47:00 PM,55.4667,2.1833,52,0.18191090829424023,1.4419050229349992,1
5065,NS-IBTS,1991,1,01-02-1991 02:30:00 PM,58.5,1.3667,122,0.8271905655831218,22.787926505378387,1
5066,NS-IBTS,1991,1,01-02-1991 04:06:00 PM,59.7167,-0.5833,130,0.0,19.17451293232058,1
5067,NS-IBTS,1991,1,02-02-1991 06:25:00 AM,60.4333,0.1667,139,0.0,8.413561067512944,1
5068,NS-IBTS,1991,1,02-02-1991 07:35:00 AM,58.2,1.5667,97,0.0,28.18045594649062,1
5069,NS-IBTS,1991,1,02-02-1991 08:52:00 AM,60.7,0.7167,153,0.0,12.908092772519362,1
5070,NS-IBTS,1991,1,02-02-1991 10:30:00 AM,57.9167,1.5833,90,1.0065881296007848,0.7400199175490753,1
5071,NS-IBTS,1991,1,02-02-1991 11:37:00 AM,61.1167,0.6833,164,0.0,9.930698244397918,1
5072,NS-IBTS,1991,1,02-02-1991 01:40:00 PM,57.65,2.2833,77,0.3238965007827293,0.0,1
5073,NS-IBTS,1991,1,02-02-1991 02:09:00 PM,61.25,1.25,155,0.0,53.1727406396416,1
5074,NS-IBTS,1991,1,02-02-1991 04:10:00 PM,57.3333,2.4,75,0.0,1.415031584396683,1
5075,NS-IBTS,1991,1,02-02-1991 05:20:00 PM,61.2833,2.05,157,0.0,173.03633391343777,1
5076,NS-IBTS,1991,1,03-02-1991 06:25:00 AM,60.2167,1.3833,123,0.5032940648003924,2.0060869226057574,1
5077,NS-IBTS,1991,1,03-02-1991 07:30:00 AM,56.8333,2.4667,67,0.5082482956731197,6.177291372436737,1
5078,NS-IBTS,1991,1,03-02-1991 08:21:00 AM,56.9667,0.55,90,0.0,14.05669804175431,1
5079,NS-IBTS,1991,1,03-02-1991 09:07:00 AM,60.6167,1.45,142,0.0,20.640588406845655,1
5080,NS-IBTS,1991,1,03-02-1991 12:15:00 PM,57.0833,3.3333,61,0.0,0.0,1
5081,NS-IBTS,1991,1,03-02-1991 01:14:00 PM,57.2333,1.45,95,0.22566725215214944,8.275836902387786,1
5082,NS-IBTS,1991,1,03-02-1991 01:15:00 PM,60.6667,2.3,128,0.0,48.489520502688464,1
5083,NS-IBTS,1991,1,03-02-1991 03:37:00 PM,56.8333,3.3667,61,0.0,29.906800268809302,1
5084,NS-IBTS,1991,1,03-02-1991 07:58:00 PM,57.3167,2.35,81,1.100382721191063,65.15964396218162,1
5085,NS-IBTS,1991,1,04-02-1991 06:38:00 AM,59.8667,1.4,113,0.4533923393775068,3.1828506971601493,1
5086,NS-IBTS,1991,1,04-02-1991 07:30:00 AM,56.5667,4.9667,58,0.0,48.50153667474759,1
5087,NS-IBTS,1991,1,04-02-1991 08:04:00 AM,57.0667,-1.7167,94,0.16777365743105202,1.1291908075872683,1
5088,NS-IBTS,1991,1,04-02-1991 08:20:00 AM,56.7833,2.5833,71,0.06163387023428876,24.96073992848979,1
5089,NS-IBTS,1991,1,04-02-1991 09:45:00 AM,56.75,4.8667,56,0.4069444041470182,45.667955165748076,1
5090,NS-IBTS,1991,1,04-02-1991 10:33:00 AM,60.25,2.5833,103,0.0,9.303383445990214,1
5091,NS-IBTS,1991,1,04-02-1991 12:13:00 PM,56.4833,2.6333,71,0.0,2.7942851478387754,1
5092,NS-IBTS,1991,1,04-02-1991 12:30:00 PM,56.6667,5.3333,53,0.5390694533483948,18.10021535674812,1
5093,NS-IBTS,1991,1,04-02-1991 01:30:00 PM,52.6,4.5,19,0.0,0.0,1
5094,NS-IBTS,1991,1,04-02-1991 02:20:00 PM,56.65,5.6667,52,0.0,0.0,1
5095,NS-IBTS,1991,1,04-02-1991 02:30:00 PM,60.2667,3.1333,140,0.0,5.689807562181503,1
5096,NS-IBTS,1991,1,04-02-1991 03:55:00 PM,52.8667,4.5,22,0.48066075344393366,19.401885265506685,1
5097,NS-IBTS,1991,1,04-02-1991 04:13:00 PM,56.6833,6.1,45,0.059518149819502354,18.68724527770191,1
5098,NS-IBTS,1991,1,04-02-1991 04:32:00 PM,56.7833,3.4333,68,0.09593557366992553,15.605355784756947,1
5099,NS-IBTS,1991,1,04-02-1991 05:15:00 PM,60.5667,3.0833,162,0.0,40.34253294289423,1
5100,NS-IBTS,1991,1,04-02-1991 08:36:00 PM,57.0,3.6333,62,0.0,10.26262237229609,1
5101,NS-IBTS,1991,1,05-02-1991 06:30:00 AM,59.7,3.1833,158,0.10435845962403262,86.20637654504841,1
5102,NS-IBTS,1991,1,05-02-1991 07:22:00 AM,53.1667,4.75,19,0.570015023602237,2.427258092691973,1
5103,NS-IBTS,1991,1,05-02-1991 07:50:00 AM,57.0333,7.7333,30,0.6321018828772079,27.52819998582161,1
5104,NS-IBTS,1991,1,05-02-1991 08:24:00 AM,56.1667,3.6667,69,0.37821067719304824,36.14043395988306,1
5105,NS-IBTS,1991,1,05-02-1991 09:02:00 AM,59.7667,2.5167,120,0.0,1.3172330628885658,1
5106,NS-IBTS,1991,1,05-02-1991 09:05:00 AM,56.2833,-2.0333,50,0.3452969329046116,2.280826608440924,1
5107,NS-IBTS,1991,1,05-02-1991 09:39:00 AM,53.3167,4.35,30,0.7920501850324563,88.9733179785161,1
5108,NS-IBTS,1991,1,05-02-1991 10:34:00 AM,55.9667,3.6667,65,0.0,19.307565295714955,1
5109,NS-IBTS,1991,1,05-02-1991 10:40:00 AM,57.1333,7.25,52,0.5418565023250043,13.84506422174444,1
5110,NS-IBTS,1991,1,05-02-1991 12:20:00 PM,57.9333,5.45,161,0.5032940648003924,229.68527384820536,1
5111,NS-IBTS,1991,1,05-02-1991 12:45:00 PM,59.3,2.3,129,0.0,54.78250996582702,1
5112,NS-IBTS,1991,1,05-02-1991 12:52:00 PM,53.35,3.6833,30,0.0,0.0,1
5113,NS-IBTS,1991,1,05-02-1991 12:58:00 PM,56.3333,-1.3667,60,0.10435845962403262,1.5253559047266898,1
5114,NS-IBTS,1991,1,05-02-1991 01:33:00 PM,55.9333,4.1167,52,0.0,22.415052652126647,1
5115,NS-IBTS,1991,1,05-02-1991 01:45:00 PM,57.2667,6.7,72,0.8162571245417207,0.6139744201269283,1
5116,NS-IBTS,1991,1,05-02-1991 02:31:00 PM,53.1,3.5833,27,0.19361999354795545,43.290476446661984,1
5117,NS-IBTS,1991,1,05-02-1991 03:43:00 PM,56.0167,4.1833,55,0.0,18.98870816852675,1
5118,NS-IBTS,1991,1,05-02-1991 03:55:00 PM,57.45,5.4333,82,0.8767620280274508,70.57973928125085,1
5119,NS-IBTS,1991,1,05-02-1991 04:14:00 PM,59.3,1.2833,115,0.0,46.88395736426999,1
5120,NS-IBTS,1991,1,05-02-1991 04:30:00 PM,57.3667,6.3,77,1.8505405584851364,19.85859608351816,1
5121,NS-IBTS,1991,1,05-02-1991 04:33:00 PM,52.85,3.4833,31,0.0,3.0765297894706998,1
5122,NS-IBTS,1991,1,05-02-1991 04:55:00 PM,56.2667,-0.5667,75,0.10435845962403262,1.4800398350981505,1
5123,NS-IBTS,1991,1,05-02-1991 08:45:00 PM,57.2167,6.2167,67,0.0,1.8692107251363437,1
5124,NS-IBTS,1991,1,06-02-1991 06:35:00 AM,59.2,0.55,134,0.0,2.2278475479590796,1
5125,NS-IBTS,1991,1,06-02-1991 07:25:00 AM,52.6167,3.35,32,0.0,0.0,1
5126,NS-IBTS,1991,1,06-02-1991 07:37:00 AM,56.6167,7.8667,26,5.430551429533019,19.91121938060178,1
5127,NS-IBTS,1991,1,06-02-1991 08:19:00 AM,56.7,4.05,51,0.0,0.5645954037936342,1
5128,NS-IBTS,1991,1,06-02-1991 08:25:00 AM,57.4167,7.6333,115,17.152363260670548,81.52332815846573,1
5129,NS-IBTS,1991,1,06-02-1991 09:50:00 AM,57.0833,-0.2667,81,0.4533923393775068,2.9440741658113847,1
5130,NS-IBTS,1991,1,06-02-1991 10:37:00 AM,58.85,1.35,123,0.4533923393775068,61.541365489090246,1
5131,NS-IBTS,1991,1,06-02-1991 11:00:00 AM,56.5667,7.1833,33,0.2439987480173865,0.0,1
5133,NS-IBTS,1991,1,06-02-1991 01:02:00 PM,57.3,4.3667,65,0.0,9.044942951074098,1
5132,NS-IBTS,1991,1,06-02-1991 01:02:00 PM,56.7333,-0.5167,71,0.5681734411597521,0.6139744201269283,1
5134,NS-IBTS,1991,1,06-02-1991 01:45:00 PM,56.5333,6.8333,42,1.5448249945312893,61.33582434494016,1
5135,NS-IBTS,1991,1,06-02-1991 02:20:00 PM,56.65,6.9,32,0.08751268771581844,0.0,1
