,Survey,Year,Quarter,DateTime,ShootLat,ShootLong,Depth,Limanda_limanda_juvenile,Limanda_limanda_adult,YearQuarter
5088,NS-IBTS,1991,1,28-01-1991 09:22:00 AM,55.7833,1.4333,79,0.0,0.0,1
5089,NS-IBTS,1991,1,28-01-1991 09:39:00 AM,54.1333,2.9167,45,0.0,4.094487662837192,1
5090,NS-IBTS,1991,1,28-01-1991 12:26:00 PM,55.75,0.55,95,0.0,3.018827086857365,1
5091,NS-IBTS,1991,1,28-01-1991 12:42:00 PM,54.0833,3.4667,41,0.0,15.9190277544916,1
5092,NS-IBTS,1991,1,28-01-1991 03:26:00 PM,53.7333,3.5333,34,0.0,16.310646373175175,1
5093,NS-IBTS,1991,1,28-01-1991 04:35:00 PM,56.2333,0.5,90,0.0,8.051608067535149,1
5100,NS-IBTS,1991,1,29-01-1991 06:24:00 AM,56.8,0.4833,92,0.0,2.025884452031302,1
5101,NS-IBTS,1991,1,29-01-1991 07:37:00 AM,53.0667,2.7167,32,0.0,6.674670642654408,1
5102,NS-IBTS,1991,1,29-01-1991 08:50:00 AM,52.9667,2.5667,35,0.018773225998599236,2.9238919469828124,1
5103,NS-IBTS,1991,1,29-01-1991 09:25:00 AM,56.7667,1.3667,97,0.0,0.0,1
5104,NS-IBTS,1991,1,29-01-1991 12:19:00 PM,57.1833,1.45,97,0.0,0.0,1
5105,NS-IBTS,1991,1,29-01-1991 02:25:00 PM,57.0667,-1.7333,110,0.0,2.547700273684164,1
5106,NS-IBTS,1991,1,29-01-1991 03:16:00 PM,57.3,0.6667,89,0.0,4.121444503004188,1
5107,NS-IBTS,1991,1,29-01-1991 05:25:00 PM,57.6167,0.5833,89,0.0,1.9969802164935566,1
5108,NS-IBTS,1991,1,29-01-1991 07:02:00 PM,56.6667,-1.25,67,0.0,42.5470068647711,1
5109,NS-IBTS,1991,1,29-01-1991 09:14:00 PM,59.3167,-0.4,135,0.0,0.0,1
5110,NS-IBTS,1991,1,29-01-1991 09:51:00 PM,56.6,-0.8833,70,0.024502293928770964,56.57231765310506,1
5111,NS-IBTS,1991,1,30-01-1991 07:00:00 AM,57.8,-0.6167,116,0.0,0.2680614537068484,1
5112,NS-IBTS,1991,1,30-01-1991 07:21:00 AM,60.1667,-0.3667,126,0.0,0.3629412497597674,1
5113,NS-IBTS,1991,1,30-01-1991 09:57:00 AM,58.25,-0.45,126,0.0,0.0,1
5114,NS-IBTS,1991,1,30-01-1991 11:03:00 AM,60.8167,-0.4667,110,0.0,0.37553972597249846,1
5115,NS-IBTS,1991,1,30-01-1991 01:19:00 PM,58.3167,-1.4,90,0.0,3.0576096650861597,1
5116,NS-IBTS,1991,1,30-01-1991 02:43:00 PM,61.1667,-0.9833,152,0.0,0.4246402216067734,1
5117,NS-IBTS,1991,1,30-01-1991 04:05:00 PM,57.4,4.2,68,0.0,1.159106326576212,1
5118,NS-IBTS,1991,1,30-01-1991 05:15:00 PM,57.7333,-1.3,92,0.03225851903088568,1.300957184976311,1
5119,NS-IBTS,1991,1,30-01-1991 07:25:00 PM,56.3,-0.9833,67,0.024898799480791975,29.823836511727638,1
5120,NS-IBTS,1991,1,30-01-1991 10:03:00 PM,60.8167,-1.6833,121,0.0,0.0,1
5121,NS-IBTS,1991,1,31-01-1991 06:23:00 AM,57.8333,-2.5333,85,0.0,0.884380797616259,1
5122,NS-IBTS,1991,1,31-01-1991 07:28:00 AM,60.0,-1.55,128,0.0,18.363470423931016,1
5123,NS-IBTS,1991,1,31-01-1991 08:00:00 AM,58.2,4.5333,230,0.0,0.0,1
5124,NS-IBTS,1991,1,31-01-1991 08:23:00 AM,55.75,0.2,78,0.020227939548429667,22.502419471732868,1
5125,NS-IBTS,1991,1,31-01-1991 08:40:00 AM,57.85,-3.25,62,0.0,0.0,1
5126,NS-IBTS,1991,1,31-01-1991 10:45:00 AM,56.0,0.1667,85,0.0,6.555700959942488,1
5127,NS-IBTS,1991,1,31-01-1991 10:57:00 AM,58.1667,-3.1667,63,0.0,0.7106662718723085,1
5128,NS-IBTS,1991,1,31-01-1991 12:05:00 PM,57.8,4.6333,78,0.0,0.6558494870428243,1
5129,NS-IBTS,1991,1,31-01-1991 01:27:00 PM,58.3333,-2.5833,57,0.0,7.5842847187929685,1
5130,NS-IBTS,1991,1,31-01-1991 04:20:00 PM,56.5,1.1667,88,0.0,3.4415975476958316,1
5131,NS-IBTS,1991,1,31-01-1991 04:30:00 PM,57.8333,3.7167,70,0.0,0.8025851908232929,1
5132,NS-IBTS,1991,1,31-01-1991 05:25:00 PM,58.65,-1.5333,113,0.0,0.03327882783718155,1
5133,NS-IBTS,1991,1,31-01-1991 05:55:00 PM,59.9667,-1.55,116,0.0,24.005510583910077,1
5134,NS-IBTS,1991,1,31-01-1991 07:46:00 PM,56.35,1.2833,85,0.0,3.297021236263101,1
5135,NS-IBTS,1991,1,31-01-1991 10:32:00 PM,59.7167,-0.1167,140,0.0,8.708406272171416,1
4712,NS-IBTS,1991,1,01-02-1991 06:28:00 AM,58.7333,-0.5833,130,0.0,0.0,1
4713,NS-IBTS,1991,1,01-02-1991 07:25:00 AM,59.3,-1.5,97,0.0,67.05499191482764,1
4714,NS-IBTS,1991,1,01-02-1991 07:55:00 AM,57.9167,0.3333,130,0.0,0.0,1
4715,NS-IBTS,1991,1,01-02-1991 08:20:00 AM,55.55,1.65,78,0.0,18.003085955980595,1
4716,NS-IBTS,1991,1,01-02-1991 09:03:00 AM,59.2667,-1.5,97,0.0,39.14211733372565,1
4717,NS-IBTS,1991,1,01-02-1991 10:00:00 AM,59.3167,-0.3667,136,0.0,0.19288901432984804,1
4718,NS-IBTS,1991,1,01-02-1991 11:08:00 AM,58.2667,0.6667,145,0.0,0.0,1
4719,NS-IBTS,1991,1,01-02-1991 11:21:00 AM,55.5667,2.2167,72,0.0,25.67557898672959,1
4720,NS-IBTS,1991,1,01-02-1991 12:47:00 PM,59.7,-0.2667,138,0.0,0.0,1
4721,NS-IBTS,1991,1,01-02-1991 01:47:00 PM,55.4667,2.1833,52,0.0,13.858615103529807,1
4722,NS-IBTS,1991,1,01-02-1991 02:30:00 PM,58.5,1.3667,122,0.0,0.1361234573723815,1
4723,NS-IBTS,1991,1,01-02-1991 04:06:00 PM,59.7167,-0.5833,130,0.0,0.0,1
4724,NS-IBTS,1991,1,02-02-1991 06:25:00 AM,60.4333,0.1667,139,0.0,0.0,1
4725,NS-IBTS,1991,1,02-02-1991 07:35:00 AM,58.2,1.5667,97,0.0,1.2974738520061155,1
4726,NS-IBTS,1991,1,02-02-1991 08:52:00 AM,60.7,0.7167,153,0.0,0.0,1
4727,NS-IBTS,1991,1,02-02-1991 10:30:00 AM,57.9167,1.5833,90,0.0,8.84983105612059,1
4728,NS-IBTS,1991,1,02-02-1991 11:37:00 AM,61.1167,0.6833,164,0.0,0.0,1
4729,NS-IBTS,1991,1,02-02-1991 01:40:00 PM,57.65,2.2833,77,0.0,29.089564919148877,1
4730,NS-IBTS,1991,1,02-02-1991 02:09:00 PM,61.25,1.25,155,0.0,0.0,1
4731,NS-IBTS,1991,1,02-02-1991 04:10:00 PM,57.3333,2.4,75,0.0,26.843863157493807,1
4732,NS-IBTS,1991,1,02-02-1991 05:20:00 PM,61.2833,2.05,157,0.0,0.08727723389883185,1
4733,NS-IBTS,1991,1,03-02-1991 06:25:00 AM,60.2167,1.3833,123,0.0,5.630235533269714,1
4734,NS-IBTS,1991,1,03-02-1991 07:30:00 AM,56.8333,2.4667,67,0.0,127.06726204391215,1
4735,NS-IBTS,1991,1,03-02-1991 08:21:00 AM,56.9667,0.55,90,0.0,1.7969175308003116,1
4736,NS-IBTS,1991,1,03-02-1991 09:07:00 AM,60.6167,1.45,142,0.0,0.0,1
4737,NS-IBTS,1991,1,03-02-1991 12:15:00 PM,57.0833,3.3333,61,0.0,26.53571060194987,1
4738,NS-IBTS,1991,1,03-02-1991 01:14:00 PM,57.2333,1.45,95,0.0,0.16674028517626735,1
4739,NS-IBTS,1991,1,03-02-1991 01:15:00 PM,60.6667,2.3,128,0.0,0.0,1
4740,NS-IBTS,1991,1,03-02-1991 03:37:00 PM,56.8333,3.3667,61,0.0,1.080692844525271,1
4741,NS-IBTS,1991,1,03-02-1991 07:58:00 PM,57.3167,2.35,81,0.0,22.232506919936178,1
4742,NS-IBTS,1991,1,04-02-1991 06:38:00 AM,59.8667,1.4,113,0.03754645199719847,13.478207894896896,1
4743,NS-IBTS,1991,1,04-02-1991 07:30:00 AM,56.5667,4.9667,58,0.0,127.99557201389732,1
4744,NS-IBTS,1991,1,04-02-1991 08:04:00 AM,57.0667,-1.7167,94,0.03754645199719847,3.2502755926604108,1
4745,NS-IBTS,1991,1,04-02-1991 08:20:00 AM,56.7833,2.5833,71,0.0,29.644469464367162,1
4746,NS-IBTS,1991,1,04-02-1991 09:45:00 AM,56.75,4.8667,56,0.0,16.08813967191364,1
4747,NS-IBTS,1991,1,04-02-1991 10:33:00 AM,60.25,2.5833,103,0.0,1.6502539811061934,1
4748,NS-IBTS,1991,1,04-02-1991 12:13:00 PM,56.4833,2.6333,71,0.0,27.48300964499617,1
4749,NS-IBTS,1991,1,04-02-1991 12:30:00 PM,56.6667,5.3333,53,0.0,14.430555424958099,1
4750,NS-IBTS,1991,1,04-02-1991 01:30:00 PM,52.6,4.5,19,0.0,1.2899806049469997,1
4751,NS-IBTS,1991,1,04-02-1991 02:20:00 PM,56.65,5.6667,52,0.0,19.57647037562796,1
4752,NS-IBTS,1991,1,04-02-1991 02:30:00 PM,60.2667,3.1333,140,0.0,0.0,1
4753,NS-IBTS,1991,1,04-02-1991 03:55:00 PM,52.8667,4.5,22,0.0,0.2933608851533386,1
4754,NS-IBTS,1991,1,04-02-1991 04:13:00 PM,56.6833,6.1,45,0.0,3.213229655008713,1
4755,NS-IBTS,1991,1,04-02-1991 04:32:00 PM,56.7833,3.4333,68,0.0,80.34133038377476,1
4756,NS-IBTS,1991,1,04-02-1991 05:15:00 PM,60.5667,3.0833,162,0.0,0.0,1
4757,NS-IBTS,1991,1,04-02-1991 08:36:00 PM,57.0,3.6333,62,0.04693306499649809,43.89152269445179,1
4758,NS-IBTS,1991,1,05-02-1991 06:30:00 AM,59.7,3.1833,158,0.0,0.0,1
4759,NS-IBTS,1991,1,05-02-1991 07:22:00 AM,53.1667,4.75,19,0.0,14.171355419931485,1
4760,NS-IBTS,1991,1,05-02-1991 07:50:00 AM,57.0333,7.7333,30,0.04693306499649809,12.62322181863846,1
4761,NS-IBTS,1991,1,05-02-1991 08:24:00 AM,56.1667,3.6667,69,0.0,45.81734868166205,1
4762,NS-IBTS,1991,1,05-02-1991 09:02:00 AM,59.7667,2.5167,120,0.0,0.0,1
4763,NS-IBTS,1991,1,05-02-1991 09:05:00 AM,56.2833,-2.0333,50,0.0,24.090883625374627,1
4764,NS-IBTS,1991,1,05-02-1991 09:39:00 AM,53.3167,4.35,30,0.0,0.4246402216067734,1
4765,NS-IBTS,1991,1,05-02-1991 10:34:00 AM,55.9667,3.6667,65,0.0,22.953479519308104,1
4766,NS-IBTS,1991,1,05-02-1991 10:40:00 AM,57.1333,7.25,52,0.018632514298973314,17.10357223608669,1
4767,NS-IBTS,1991,1,05-02-1991 12:20:00 PM,57.9333,5.45,161,0.0,0.0,1
4768,NS-IBTS,1991,1,05-02-1991 12:45:00 PM,59.3,2.3,129,0.0,0.848150477137533,1
4769,NS-IBTS,1991,1,05-02-1991 12:52:00 PM,53.35,3.6833,30,0.0,111.94870138815432,1
4770,NS-IBTS,1991,1,05-02-1991 12:58:00 PM,56.3333,-1.3667,60,0.0,35.79060916981254,1
4771,NS-IBTS,1991,1,05-02-1991 01:33:00 PM,55.9333,4.1167,52,0.0,5.8727961508201085,1
4772,NS-IBTS,1991,1,05-02-1991 01:45:00 PM,57.2667,6.7,72,0.0,1.8311825831150332,1
4773,NS-IBTS,1991,1,05-02-1991 02:31:00 PM,53.1,3.5833,27,0.0,76.85349011540896,1
4774,NS-IBTS,1991,1,05-02-1991 03:43:00 PM,56.0167,4.1833,55,0.03754645199719847,25.310831168265725,1
4775,NS-IBTS,1991,1,05-02-1991 03:55:00 PM,57.45,5.4333,82,0.0,3.3772240339164092,1
4776,NS-IBTS,1991,1,05-02-1991 04:14:00 PM,59.3,1.2833,115,0.0,1.1471919850984145,1
4777,NS-IBTS,1991,1,05-02-1991 04:30:00 PM,57.3667,6.3,77,0.0,7.410719209712981,1
4778,NS-IBTS,1991,1,05-02-1991 04:33:00 PM,52.85,3.4833,31,0.0,162.55223798807333,1
4779,NS-IBTS,1991,1,05-02-1991 04:55:00 PM,56.2667,-0.5667,75,0.0,28.889593866756044,1
4780,NS-IBTS,1991,1,05-02-1991 08:45:00 PM,57.2167,6.2167,67,0.0,4.062619725533352,1
4781,NS-IBTS,1991,1,06-02-1991 06:35:00 AM,59.2,0.55,134,0.0,0.0,1
4782,NS-IBTS,1991,1,06-02-1991 07:25:00 AM,52.6167,3.35,32,0.0,142.4362329570945,1
4783,NS-IBTS,1991,1,06-02-1991 07:37:00 AM,56.6167,7.8667,26,0.5653549310339488,12.41115858797531,1
4784,NS-IBTS,1991,1,06-02-1991 08:19:00 AM,56.7,4.05,51,0.0,25.155061562177128,1
4785,NS-IBTS,1991,1,06-02-1991 08:25:00 AM,57.4167,7.6333,115,0.0,0.0,1
4786,NS-IBTS,1991,1,06-02-1991 09:50:00 AM,57.0833,-0.2667,81,0.0,11.91574727416075,1
4787,NS-IBTS,1991,1,06-02-1991 10:37:00 AM,58.85,1.35,123,0.0,0.0,1
4788,NS-IBTS,1991,1,06-02-1991 11:00:00 AM,56.5667,7.1833,33,0.44839235193738813,15.500619721657205,1
4789,NS-IBTS,1991,1,06-02-1991 01:02:00 PM,56.7333,-0.5167,71,0.0,15.210683576793826,1
4790,NS-IBTS,1991,1,06-02-1991 01:02:00 PM,57.3,4.3667,65,0.009386612999299618,7.595048704390731,1
4791,NS-IBTS,1991,1,06-02-1991 01:45:00 PM,56.5333,6.8333,42,0.17960210776051266,14.002456646113394,1
4792,NS-IBTS,1991,1,06-02-1991 02:20:00 PM,56.65,6.9,32,0.0,12.50487264190718,1
4793,NS-IBTS,1991,1,06-02-1991 02:37:00 PM,58.8,2.2667,109,0.0,1.27230666173394,1
4794,NS-IBTS,1991,1,06-02-1991 03:30:00 PM,56.6,7.1,30,0.03754645199719847,7.67789400485608,1
