,Survey,Year,Quarter,DateTime,ShootLat,ShootLong,Depth,Gadus_morhua_juvenile,Gadus_morhua_adult,YearQuarter
60,NS-IBTS,1978,1,02-02-1978 10:10:00 AM,53.8667,0.7333,40,0.4314053662656283,0.0,2
61,NS-IBTS,1978,1,02-02-1978 01:15:00 PM,53.8,1.5,30,0.0,0.0,2
62,NS-IBTS,1978,1,02-02-1978 04:20:00 PM,53.2833,1.4833,27,0.7071768209895448,1.8514990908305813,2
71,NS-IBTS,1978,1,03-02-1978 07:20:00 AM,52.55,4.2,21,1.513465173733326,146.20408757980115,2
83,NS-IBTS,1978,1,05-02-1978 10:24:00 AM,52.4833,3.75,29,4.793027786397057,152.03529952130728,2
84,NS-IBTS,1978,1,05-02-1978 01:33:00 PM,52.7167,3.3833,32,2.9215693380637466,73.58942065716857,2
85,NS-IBTS,1978,1,05-02-1978 04:35:00 PM,52.65,2.9167,38,3.378830866053203,206.6739425248442,2
90,NS-IBTS,1978,1,06-02-1978 06:11:00 AM,52.4333,4.1667,23,1.8219278039666218,105.02246483853241,2
91,NS-IBTS,1978,1,06-02-1978 08:27:00 AM,52.6,4.2667,22,7.404471182321645,138.26082122221135,2
92,NS-IBTS,1978,1,06-02-1978 12:35:00 PM,53.0667,4.2,29,4.828453933046132,39.83314957543807,2
93,NS-IBTS,1978,1,06-02-1978 01:51:00 PM,53.15,4.2833,34,1.5592354618612658,104.0908261347102,2
94,NS-IBTS,1978,1,06-02-1978 03:23:00 PM,53.2833,4.2833,30,29.701102697498527,83.69575661628191,2
99,NS-IBTS,1978,1,07-02-1978 07:02:00 AM,53.95,5.55,36,1.0944564678005704,103.78476666323884,2
100,NS-IBTS,1978,1,07-02-1978 08:45:00 AM,53.9333,5.3167,37,0.5683645785259177,43.675308226883345,2
101,NS-IBTS,1978,1,07-02-1978 10:12:00 AM,53.9667,5.1333,40,0.4477750596834553,17.718768934929745,2
102,NS-IBTS,1978,1,07-02-1978 12:34:00 PM,53.9,4.65,41,0.12326774046857752,60.64865370374095,2
103,NS-IBTS,1978,1,07-02-1978 02:19:00 PM,53.8,4.5167,39,0.048124108166934736,57.844146871567915,2
104,NS-IBTS,1978,1,07-02-1978 04:02:00 PM,53.95,4.4667,44,0.0,0.0,2
110,NS-IBTS,1978,1,08-02-1978 07:16:00 AM,53.8667,7.1333,26,9.488202967644261,1212.8093201099316,2
111,NS-IBTS,1978,1,08-02-1978 08:54:00 AM,53.85,6.9333,22,4.111525517753564,52.646980887720446,2
112,NS-IBTS,1978,1,08-02-1978 09:20:00 AM,60.8667,0.2667,133,0.0,24.833100768571683,2
113,NS-IBTS,1978,1,08-02-1978 10:25:00 AM,53.85,6.7333,26,23.198352796313365,22.9537080412392,2
114,NS-IBTS,1978,1,08-02-1978 12:40:00 PM,53.7833,6.2833,26,8.82859331885482,70.61108050944674,2
115,NS-IBTS,1978,1,08-02-1978 01:05:00 PM,61.2,0.6,159,0.0,6.84211402698231,2
116,NS-IBTS,1978,1,08-02-1978 02:30:00 PM,53.7333,5.95,24,4.455843114906008,56.44954520757283,2
117,NS-IBTS,1978,1,08-02-1978 04:16:00 PM,61.2667,1.1333,156,0.0,35.93001595589527,2
118,NS-IBTS,1978,1,08-02-1978 04:23:00 PM,53.6667,5.6333,25,13.206131650499286,9.706133257341511,2
119,NS-IBTS,1978,1,09-02-1978 07:25:00 AM,54.25,8.0833,17,39.65898772354274,42.15282176029025,2
120,NS-IBTS,1978,1,09-02-1978 08:00:00 AM,60.75,1.3333,143,0.0,115.81404496489571,2
121,NS-IBTS,1978,1,09-02-1978 08:47:00 AM,54.35,8.0833,17,6.02132501125319,1.5491492044234596,2
122,NS-IBTS,1978,1,09-02-1978 10:08:00 AM,54.4333,8.0667,19,19.199235727031994,69.02134258649335,2
123,NS-IBTS,1978,1,09-02-1978 12:47:00 PM,54.5833,8.0667,17,3.7801053816395993,8.521214227475385,2
124,NS-IBTS,1978,1,09-02-1978 02:57:00 PM,54.55,7.85,22,74.68163243773978,5660.766306937878,2
125,NS-IBTS,1978,1,09-02-1978 06:25:00 PM,60.3333,0.6333,135,0.2531272895857041,38.17110805684197,2
134,NS-IBTS,1978,1,11-02-1978 07:33:00 AM,60.3333,2.1833,118,0.0,0.0,2
135,NS-IBTS,1978,1,11-02-1978 10:40:00 AM,60.65,2.3,125,0.0,0.0,2
136,NS-IBTS,1978,1,11-02-1978 03:07:00 PM,61.1833,2.3,193,0.0,0.0,2
140,NS-IBTS,1978,1,12-02-1978 09:03:00 AM,59.75,2.5,115,0.9102384689474106,5.065438858956796,2
141,NS-IBTS,1978,1,12-02-1978 11:30:00 AM,59.4167,2.1833,125,0.36382181658848045,0.0,2
142,NS-IBTS,1978,1,12-02-1978 03:15:00 PM,59.1833,1.6667,113,0.37202060894966404,0.0,2
146,NS-IBTS,1978,1,13-02-1978 07:01:00 AM,56.3333,5.3167,55,0.1443646063696501,0.0,2
147,NS-IBTS,1978,1,13-02-1978 07:36:00 AM,59.35,0.3833,137,1.1810359725544677,41.98552752617659,2
148,NS-IBTS,1978,1,13-02-1978 10:00:00 AM,56.5667,5.3167,58,3.697227843992395,24.686021145759792,2
149,NS-IBTS,1978,1,13-02-1978 11:37:00 AM,59.65,0.6667,128,2.0082265381375892,0.0,2
150,NS-IBTS,1978,1,13-02-1978 01:30:00 PM,56.4833,4.8333,62,0.9357727717825075,0.0,2
151,NS-IBTS,1978,1,13-02-1978 03:58:00 PM,56.6167,4.7,63,0.425563872323075,0.0,2
152,NS-IBTS,1978,1,13-02-1978 04:11:00 PM,59.6667,1.4,110,0.0,1.841923260380785,2
156,NS-IBTS,1978,1,14-02-1978 06:27:00 AM,57.2833,5.05,58,1.1031012206630801,0.9601733648750708,2
157,NS-IBTS,1978,1,14-02-1978 01:04:00 PM,57.3167,4.6833,63,0.3275554406433868,0.0,2
159,NS-IBTS,1978,1,15-02-1978 06:48:00 AM,58.2333,1.5,104,6.081633749028989,120.85441174964691,2
160,NS-IBTS,1978,1,15-02-1978 10:27:00 AM,58.6833,1.4667,116,3.633811854704292,46.02788415999986,2
161,NS-IBTS,1978,1,15-02-1978 02:29:00 PM,58.7333,0.45,131,4.007844521610464,148.11558040613212,2
162,NS-IBTS,1978,1,15-02-1978 07:18:00 PM,58.1167,0.5,151,1.3636308083249173,77.9715304679216,2
164,NS-IBTS,1978,1,16-02-1978 06:35:00 AM,57.7167,0.5167,112,0.0,96.67076848230889,2
165,NS-IBTS,1978,1,16-02-1978 09:20:00 AM,57.8167,1.1,104,2.005175207013128,50.982776357292764,2
166,NS-IBTS,1978,1,16-02-1978 01:30:00 PM,57.3667,1.3667,91,0.392525931297494,132.4218562459895,2
167,NS-IBTS,1978,1,16-02-1978 04:52:00 PM,57.3833,0.7,93,2.078245929919948,0.0,2
168,NS-IBTS,1978,1,16-02-1978 07:45:00 PM,57.2333,5.1,58,9.213721114334174,13.489315672502155,2
171,NS-IBTS,1978,1,17-02-1978 06:20:00 AM,57.75,1.4667,87,0.8671158813888729,21.802722198505798,2
172,NS-IBTS,1978,1,17-02-1978 10:02:00 AM,57.75,0.5167,109,0.0,20.749989682937997,2
173,NS-IBTS,1978,1,17-02-1978 10:07:00 AM,59.25,3.3,150,0.0,0.6139744201269283,2
174,NS-IBTS,1978,1,17-02-1978 01:45:00 PM,58.8833,3.1667,113,0.0,0.0,2
175,NS-IBTS,1978,1,17-02-1978 04:55:00 PM,58.7667,2.6833,110,0.0,0.0,2
177,NS-IBTS,1978,1,19-02-1978 06:45:00 AM,57.3333,2.85,74,0.22168620113605414,44.37870486244319,2
178,NS-IBTS,1978,1,19-02-1978 09:09:00 AM,57.3333,3.1833,68,0.7743288449071937,42.47756613069472,2
179,NS-IBTS,1978,1,19-02-1978 12:52:00 PM,57.6167,2.75,70,0.316887734016533,7.462295339965486,2
180,NS-IBTS,1978,1,19-02-1978 04:15:00 PM,57.7833,3.3667,66,0.04175443465352237,0.0,2
181,NS-IBTS,1978,1,20-02-1978 06:25:00 AM,57.7,4.6,86,13.17607242159052,49.38056505840038,2
182,NS-IBTS,1978,1,20-02-1978 07:25:00 AM,57.25,0.5167,86,0.36382181658848045,20.52524474459218,2
183,NS-IBTS,1978,1,20-02-1978 08:40:00 AM,57.6333,5.0833,90,5.795072506444726,70.71671290466065,2
184,NS-IBTS,1978,1,20-02-1978 10:30:00 AM,57.2333,1.2833,93,0.0383030951641455,0.0,2
185,NS-IBTS,1978,1,20-02-1978 01:50:00 PM,56.75,1.4333,95,0.0,10.322989944938811,2
186,NS-IBTS,1978,1,20-02-1978 05:05:00 PM,56.7333,0.5333,85,0.0,0.0,2
187,NS-IBTS,1978,1,20-02-1978 08:10:00 PM,56.3167,0.4333,84,0.0,12.44224175713099,2
188,NS-IBTS,1978,1,21-02-1978 06:32:00 AM,54.8667,7.4167,22,0.1601195870976927,2.1404808932039523,2
189,NS-IBTS,1978,1,21-02-1978 07:25:00 AM,56.2167,1.5667,84,0.0,29.28281922410434,2
190,NS-IBTS,1978,1,21-02-1978 08:20:00 AM,54.8,7.5333,20,0.0,0.0,2
191,NS-IBTS,1978,1,21-02-1978 09:09:00 AM,53.45,3.65,30,0.0,43.0068333581206,2
192,NS-IBTS,1978,1,21-02-1978 10:30:00 AM,55.8333,1.5,81,0.8864957076759107,0.8091292868743843,2
193,NS-IBTS,1978,1,21-02-1978 10:37:00 AM,54.5667,7.4,27,0.0,0.0,2
194,NS-IBTS,1978,1,21-02-1978 12:35:00 PM,54.4167,7.3167,33,0.0,0.0,2
195,NS-IBTS,1978,1,21-02-1978 12:38:00 PM,53.6,3.45,39,0.2399952555067858,373.3112539437858,2
196,NS-IBTS,1978,1,21-02-1978 01:35:00 PM,55.4,1.5,57,0.0,0.0,2
197,NS-IBTS,1978,1,21-02-1978 02:34:00 PM,53.5333,3.6,35,0.16777365743105202,289.3598712057065,2
198,NS-IBTS,1978,1,21-02-1978 02:40:00 PM,54.2667,7.3333,37,0.0,20.82243616236203,2
199,NS-IBTS,1978,1,21-02-1978 03:39:00 PM,53.6333,3.5667,40,0.7858661041241445,121.2991057397539,2
200,NS-IBTS,1978,1,21-02-1978 04:15:00 PM,55.3,0.85,73,0.0,24.527801698982643,2
201,NS-IBTS,1978,1,21-02-1978 04:48:00 PM,53.75,3.5167,39,0.0,0.0,2
202,NS-IBTS,1978,1,21-02-1978 04:50:00 PM,54.1167,7.25,33,1.42752106415405,66.9611608400725,2
203,NS-IBTS,1978,1,21-02-1978 07:55:00 PM,55.25,-0.15,76,0.0,24.6625894047254,2
204,NS-IBTS,1978,1,22-02-1978 06:18:00 AM,54.7333,5.8333,40,0.0,1.6277765786751093,2
205,NS-IBTS,1978,1,22-02-1978 06:44:00 AM,53.9167,3.4,39,0.2910413978996296,8.814429501745035,2
206,NS-IBTS,1978,1,22-02-1978 08:20:00 AM,53.8833,3.6667,38,0.42533398351209706,0.0,2
207,NS-IBTS,1978,1,22-02-1978 08:57:00 AM,54.6,6.2,38,0.0,1.0423698039561968,2
208,NS-IBTS,1978,1,22-02-1978 11:15:00 AM,54.4,6.1333,38,1.2677242181571473,18.703984959452598,2
209,NS-IBTS,1978,1,22-02-1978 12:20:00 PM,52.7667,2.5333,46,0.12326774046857752,36.53046040512961,2
210,NS-IBTS,1978,1,22-02-1978 01:35:00 PM,54.35,5.8167,40,0.0,2.1404808932039523,2
211,NS-IBTS,1978,1,22-02-1978 03:15:00 PM,54.3333,5.6,38,0.0,1.2207679468101003,2
212,NS-IBTS,1978,1,22-02-1978 03:50:00 PM,52.75,3.45,27,0.0,10.322989944938811,2
213,NS-IBTS,1978,1,22-02-1978 04:50:00 PM,54.3167,5.4833,40,0.4533923393775068,6.100697853388118,2
214,NS-IBTS,1978,1,22-02-1978 06:00:00 PM,52.5833,3.5833,22,0.49167015821378135,51.657386024683404,2
215,NS-IBTS,1978,1,23-02-1978 06:30:00 AM,54.6667,4.2333,46,0.37165641362020446,1.4187182610846951,2
216,NS-IBTS,1978,1,24-02-1978 07:12:00 AM,53.3,3.2667,26,0.2531272895857041,7.586278325757828,2
217,NS-IBTS,1978,1,24-02-1978 10:20:00 AM,53.4167,2.8333,29,0.0,0.0,2
218,NS-IBTS,1978,1,24-02-1978 12:10:00 PM,53.5333,2.8667,29,0.0,117.11525752368794,2
219,NS-IBTS,1978,1,24-02-1978 02:00:00 PM,53.55,3.15,33,0.0,50.56154956169666,2
220,NS-IBTS,1978,1,24-02-1978 03:35:00 PM,53.6,3.3333,38,0.0,0.0,2
221,NS-IBTS,1978,1,24-02-1978 05:10:00 PM,53.6333,3.1667,39,0.0,182.8185975418955,2
222,NS-IBTS,1978,1,25-02-1978 07:38:00 AM,53.7833,3.3333,36,0.19361999354795545,0.0,2
223,NS-IBTS,1978,1,25-02-1978 08:04:00 AM,53.9333,3.6833,33,0.0,0.0,2
224,NS-IBTS,1978,1,25-02-1978 09:40:00 AM,53.9333,3.6833,42,0.0,0.0,2
225,NS-IBTS,1978,1,25-02-1978 11:40:00 AM,54.0833,3.8,46,0.0,11.996886371523148,2
226,NS-IBTS,1978,1,25-02-1978 01:40:00 PM,54.1833,4.0667,47,0.0,11.996886371523148,2
227,NS-IBTS,1978,1,25-02-1978 03:20:00 PM,54.25,4.25,48,0.44405838487206817,1.2279488402538565,2
228,NS-IBTS,1978,1,25-02-1978 05:00:00 PM,54.3333,4.3833,48,0.2887292127393002,0.0,2
229,NS-IBTS,1978,1,26-02-1978 06:20:00 AM,54.4167,2.8167,27,0.0,0.0,2
230,NS-IBTS,1978,1,26-02-1978 07:53:00 AM,54.5667,2.8167,32,0.0,12.750248037630785,2
231,NS-IBTS,1978,1,26-02-1978 09:44:00 AM,54.5833,3.1167,36,0.0,0.0,2
232,NS-IBTS,1978,1,27-02-1978 06:35:00 AM,57.9333,2.8333,61,0.0,0.0,2
233,NS-IBTS,1978,1,27-02-1978 08:33:00 AM,58.1167,2.8333,75,0.08642720333108023,0.0,2
234,NS-IBTS,1978,1,27-02-1978 11:40:00 AM,58.1833,3.3333,80,0.0,0.0,2
235,NS-IBTS,1978,1,27-02-1978 04:15:00 PM,58.2667,4.1333,189,0.0,0.0,2
236,NS-IBTS,1978,1,28-02-1978 07:03:00 AM,59.7167,3.2,150,0.0,3.0484567265619544,2
237,NS-IBTS,1978,1,28-02-1978 07:30:00 AM,54.9167,6.55,41,0.5514181729673271,23.853460117851014,2
238,NS-IBTS,1978,1,28-02-1978 10:25:00 AM,54.7333,7.2667,25,4.199219451955653,174.85613871269322,2
239,NS-IBTS,1978,1,28-02-1978 10:37:00 AM,60.1333,3.2,167,0.7276436331769609,16.238729099831595,2
240,NS-IBTS,1978,1,28-02-1978 12:35:00 PM,54.6,7.3,30,0.6335996696114587,77.20729801740643,2
241,NS-IBTS,1978,1,28-02-1978 02:25:00 PM,60.55,3.1667,213,0.0,0.0,2
242,NS-IBTS,1978,1,28-02-1978 02:30:00 PM,54.3667,7.2333,42,0.6754215318135408,26.985093685962436,2
243,NS-IBTS,1978,1,28-02-1978 04:00:00 PM,54.25,7.2,38,0.19361999354795545,56.89909736480935,2
244,NS-IBTS,1978,1,28-02-1978 04:55:00 PM,53.75,2.5,26,0.048124108166934736,0.8824701960623911,2
50,NS-IBTS,1978,1,01-03-1978 07:20:00 AM,54.1,7.25,36,0.16777365743105202,0.0,2
51,NS-IBTS,1978,1,01-03-1978 09:25:00 AM,54.0833,6.7333,34,4.664612875320148,29.03816746468435,2
52,NS-IBTS,1978,1,01-03-1978 10:24:00 AM,53.8667,3.65,33,0.0,1.0423698039561968,2
53,NS-IBTS,1978,1,01-03-1978 11:42:00 AM,53.85,3.75,36,0.22202919243603408,35.66115205346904,2
54,NS-IBTS,1978,1,01-03-1978 01:11:00 PM,53.8,3.8333,40,0.0,31.405739916142828,2
55,NS-IBTS,1978,1,01-03-1978 02:20:00 PM,53.7667,3.85,41,0.0,52.669872472307546,2
56,NS-IBTS,1978,1,01-03-1978 03:36:00 PM,53.7333,3.7667,39,0.0,0.0,2
57,NS-IBTS,1978,1,01-03-1978 04:49:00 PM,53.7,3.6667,39,0.17139184863551227,23.853460117851014,2
58,NS-IBTS,1978,1,01-03-1978 09:27:00 PM,53.35,3.6667,28,0.19361999354795545,0.0,2
63,NS-IBTS,1978,1,02-03-1978 08:14:00 AM,54.2833,6.1667,41,1.6554686278722013,4.354470905148926,2
64,NS-IBTS,1978,1,02-03-1978 08:30:00 AM,54.75,3.5167,44,0.07260689938187424,11.365359748895008,2
65,NS-IBTS,1978,1,02-03-1978 10:25:00 AM,54.7333,4.2167,49,1.278009713334083,52.299469049315874,2
66,NS-IBTS,1978,1,02-03-1978 12:52:00 PM,54.2333,7.45,45,16.137097928528654,256.8076463950697,2
67,NS-IBTS,1978,1,02-03-1978 02:00:00 PM,54.65,5.3167,45,0.07260689938187424,0.0,2
68,NS-IBTS,1978,1,02-03-1978 02:01:00 PM,54.3167,7.4167,46,5.138185606288981,25.45669698777858,2
69,NS-IBTS,1978,1,02-03-1978 03:14:00 PM,54.3167,7.3,45,3.6342684364050992,69.56586320216817,2
70,NS-IBTS,1978,1,02-03-1978 05:10:00 PM,54.4,6.0167,42,0.19361999354795545,4.22009274924024,2
72,NS-IBTS,1978,1,03-03-1978 08:14:00 AM,54.55,7.1667,41,3.7359575781833776,72.08515433596754,2
73,NS-IBTS,1978,1,03-03-1978 11:18:00 AM,54.75,7.7333,21,0.36382181658848045,5.264013531413138,2
74,NS-IBTS,1978,1,03-03-1978 01:55:00 PM,54.8667,7.7833,26,0.0,0.0,2
75,NS-IBTS,1978,1,03-03-1978 04:19:00 PM,54.75,6.9167,41,2.614571635162891,64.56817211901475,2
76,NS-IBTS,1978,1,04-03-1978 08:09:00 AM,56.15,7.2333,26,0.12471441295800437,0.6750116668476077,2
77,NS-IBTS,1978,1,04-03-1978 09:12:00 AM,56.1333,7.3167,27,0.059518149819502354,0.0,2
78,NS-IBTS,1978,1,04-03-1978 10:20:00 AM,56.1667,7.3833,27,0.0,6.257715225792942,2
79,NS-IBTS,1978,1,04-03-1978 11:30:00 AM,56.2333,7.4333,28,0.07260689938187424,0.0,2
80,NS-IBTS,1978,1,04-03-1978 12:56:00 PM,56.2833,7.5,36,1.2880168284056288,25.71820184494534,2
81,NS-IBTS,1978,1,04-03-1978 02:02:00 PM,56.3333,7.4833,34,0.07260689938187424,20.722173396791497,2
82,NS-IBTS,1978,1,04-03-1978 09:08:00 PM,56.1833,6.4667,41,2.5002335778595506,49.47032150751982,2
86,NS-IBTS,1978,1,05-03-1978 08:10:00 AM,56.3167,5.3,52,0.9062861665607441,98.38332235308835,2
87,NS-IBTS,1978,1,05-03-1978 12:17:00 PM,56.3333,4.3167,73,0.20036227035395704,0.0,2
88,NS-IBTS,1978,1,05-03-1978 02:34:00 PM,56.5333,4.5,65,0.0,24.560115757181123,2
89,NS-IBTS,1978,1,05-03-1978 04:56:00 PM,56.5333,5.1,61,1.690025438646421,0.0,2
95,NS-IBTS,1978,1,06-03-1978 08:12:00 AM,56.6167,6.85,42,2.158013204526662,1.6351850317226786,2
96,NS-IBTS,1978,1,06-03-1978 09:24:00 AM,56.6333,6.8,36,0.21697150575152435,4.676352875367761,2
97,NS-IBTS,1978,1,06-03-1978 10:35:00 AM,56.6167,6.9167,36,0.11294474866968987,4.708198320126206,2
98,NS-IBTS,1978,1,06-03-1978 05:11:00 PM,57.0833,6.8833,57,6.605233697558992,19.43912181123752,2
105,NS-IBTS,1978,1,07-03-1978 08:13:00 AM,56.6167,7.8167,23,2.681895447687582,15.376404650052242,2
106,NS-IBTS,1978,1,07-03-1978 01:43:00 PM,57.4333,8.5167,47,0.9992783211815797,11.622297727334693,2
107,NS-IBTS,1978,1,07-03-1978 02:46:00 PM,57.4833,8.5667,61,0.35964765927785247,5.866867974986611,2
108,NS-IBTS,1978,1,07-03-1978 03:56:00 PM,57.5167,8.6,65,0.3570846226461649,34.66724843571491,2
109,NS-IBTS,1978,1,07-03-1978 09:36:00 PM,57.4667,7.7667,156,0.0,5.170411241163002,2
126,NS-IBTS,1978,1,09-03-1978 08:33:00 AM,56.6,1.4833,90,0.048124108166934736,28.58653444322807,2
127,NS-IBTS,1978,1,09-03-1978 11:06:00 AM,56.3833,1.6167,92,0.49016426324006546,4.255927249611865,2
128,NS-IBTS,1978,1,09-03-1978 02:14:00 PM,56.3833,0.8333,91,1.4511434960407357,10.856510588100377,2
129,NS-IBTS,1978,1,09-03-1978 05:44:00 PM,56.8333,0.3833,83,0.8671158813888729,32.620479171535436,2
130,NS-IBTS,1978,1,10-03-1978 08:13:00 AM,55.7833,1.8,82,0.12326774046857752,80.33451717492441,2
131,NS-IBTS,1978,1,10-03-1978 11:55:00 AM,55.8333,0.85,72,0.0,16.460885629030237,2
132,NS-IBTS,1978,1,10-03-1978 03:16:00 PM,55.3167,0.6,73,5.531302102462513,84.37982512250068,2
133,NS-IBTS,1978,1,10-03-1978 06:15:00 PM,55.4167,1.3167,84,15.854021549145244,19.885107160593478,2
137,NS-IBTS,1978,1,11-03-1978 08:14:00 AM,55.9167,-0.4833,68,3.149337194886306,35.42856893739747,2
138,NS-IBTS,1978,1,11-03-1978 12:14:00 PM,55.8333,-1.5833,85,0.8552847992379362,4.91188140738043,2
139,NS-IBTS,1978,1,11-03-1978 04:45:00 PM,55.4167,-0.5833,75,1.8306415124815945,88.89997370622716,2
