,Survey,Year,Quarter,DateTime,ShootLat,ShootLong,Depth,Eutrigla_gurnardus_juvenile,Eutrigla_gurnardus_adult,YearQuarter
45,NS-IBTS,1977,1,27-02-1977 05:35:00 PM,59.7667,-1.9167,108,0.0,0.0,1
0,NS-IBTS,1977,1,01-03-1977 02:52:00 PM,60.2833,0.35,143,0.0,0.0,1
1,NS-IBTS,1977,1,01-03-1977 06:40:00 PM,60.3667,1.25,140,0.0,0.2963989070133003,1
2,NS-IBTS,1977,1,02-03-1977 05:25:00 AM,60.6667,1.1,140,0.0,3.099398826390112,1
3,NS-IBTS,1977,1,03-03-1977 08:00:00 AM,60.75,0.7333,152,0.0,6.947231640799089,1
4,NS-IBTS,1977,1,03-03-1977 12:43:00 PM,61.2333,0.8333,163,0.0,2.797208269270715,1
5,NS-IBTS,1977,1,03-03-1977 04:37:00 PM,61.3667,1.2833,167,0.0,9.449308705754834,1
6,NS-IBTS,1977,1,03-03-1977 09:55:00 PM,61.2333,2.1333,142,0.0,0.0,1
214,NS-IBTS,1978,1,30-01-1978 06:30:00 PM,52.8,4.1833,25,0.0,0.2939541451998803,2
215,NS-IBTS,1978,1,31-01-1978 07:40:00 AM,54.2833,1.45,46,0.0,0.0,2
216,NS-IBTS,1978,1,31-01-1978 10:37:00 AM,54.6333,1.1833,39,0.0,0.0,2
217,NS-IBTS,1978,1,31-01-1978 01:45:00 PM,54.7333,0.4333,76,0.0,0.05629277904417795,2
218,NS-IBTS,1978,1,31-01-1978 05:05:00 PM,54.7,-0.5,64,0.0,0.09762927233309061,2
46,NS-IBTS,1978,1,01-02-1978 07:35:00 AM,55.7833,-1.45,69,0.0,0.0,2
47,NS-IBTS,1978,1,01-02-1978 10:25:00 AM,55.8333,-0.7667,80,0.0,0.2897150548685828,2
48,NS-IBTS,1978,1,01-02-1978 02:35:00 PM,55.7333,0.25,78,0.0,0.847399183054458,2
56,NS-IBTS,1978,1,02-02-1978 07:27:00 AM,54.2333,0.5,62,0.0,0.9568940210796404,2
57,NS-IBTS,1978,1,02-02-1978 10:10:00 AM,53.8667,0.7333,40,0.04570500435948402,0.13844377434816682,2
58,NS-IBTS,1978,1,02-02-1978 01:15:00 PM,53.8,1.5,30,0.0,0.0,2
59,NS-IBTS,1978,1,02-02-1978 04:20:00 PM,53.2833,1.4833,27,0.0,0.0,2
68,NS-IBTS,1978,1,03-02-1978 07:20:00 AM,52.55,4.2,21,0.0,0.0,2
80,NS-IBTS,1978,1,05-02-1978 10:24:00 AM,52.4833,3.75,29,0.0,0.0,2
81,NS-IBTS,1978,1,05-02-1978 01:33:00 PM,52.7167,3.3833,32,0.0,0.0,2
82,NS-IBTS,1978,1,05-02-1978 04:35:00 PM,52.65,2.9167,38,0.0,0.0,2
86,NS-IBTS,1978,1,06-02-1978 06:11:00 AM,52.4333,4.1667,23,0.0,0.0,2
87,NS-IBTS,1978,1,06-02-1978 08:27:00 AM,52.6,4.2667,22,0.0,0.0,2
88,NS-IBTS,1978,1,06-02-1978 12:35:00 PM,53.0667,4.2,29,0.0,0.0,2
89,NS-IBTS,1978,1,06-02-1978 01:51:00 PM,53.15,4.2833,34,0.0,0.0,2
90,NS-IBTS,1978,1,06-02-1978 03:23:00 PM,53.2833,4.2833,30,0.0,0.0,2
95,NS-IBTS,1978,1,07-02-1978 07:02:00 AM,53.95,5.55,36,0.0,0.0,2
96,NS-IBTS,1978,1,07-02-1978 08:45:00 AM,53.9333,5.3167,37,0.0,0.0,2
97,NS-IBTS,1978,1,07-02-1978 10:12:00 AM,53.9667,5.1333,40,0.0,0.0,2
98,NS-IBTS,1978,1,07-02-1978 12:34:00 PM,53.9,4.65,41,0.0,0.0,2
99,NS-IBTS,1978,1,07-02-1978 02:19:00 PM,53.8,4.5167,39,0.0,0.0,2
100,NS-IBTS,1978,1,07-02-1978 04:02:00 PM,53.95,4.4667,44,0.0,0.0,2
106,NS-IBTS,1978,1,08-02-1978 07:16:00 AM,53.8667,7.1333,26,0.0,0.0,2
107,NS-IBTS,1978,1,08-02-1978 08:54:00 AM,53.85,6.9333,22,0.0,0.0,2
108,NS-IBTS,1978,1,08-02-1978 09:20:00 AM,60.8667,0.2667,133,0.0,3.6535952650719947,2
109,NS-IBTS,1978,1,08-02-1978 10:25:00 AM,53.85,6.7333,26,0.0,0.0,2
110,NS-IBTS,1978,1,08-02-1978 12:40:00 PM,53.7833,6.2833,26,0.0,0.0,2
111,NS-IBTS,1978,1,08-02-1978 01:05:00 PM,61.2,0.6,159,0.0,9.122028551837035,2
112,NS-IBTS,1978,1,08-02-1978 02:30:00 PM,53.7333,5.95,24,0.0,0.0,2
113,NS-IBTS,1978,1,08-02-1978 04:16:00 PM,61.2667,1.1333,156,0.0,0.0,2
114,NS-IBTS,1978,1,08-02-1978 04:23:00 PM,53.6667,5.6333,25,0.0,0.0,2
115,NS-IBTS,1978,1,09-02-1978 07:25:00 AM,54.25,8.0833,17,0.0,0.0,2
116,NS-IBTS,1978,1,09-02-1978 08:00:00 AM,60.75,1.3333,143,0.0,0.0,2
117,NS-IBTS,1978,1,09-02-1978 08:47:00 AM,54.35,8.0833,17,0.0,0.0,2
118,NS-IBTS,1978,1,09-02-1978 10:08:00 AM,54.4333,8.0667,19,0.0,0.0,2
119,NS-IBTS,1978,1,09-02-1978 12:47:00 PM,54.5833,8.0667,17,0.0,0.0,2
120,NS-IBTS,1978,1,09-02-1978 02:57:00 PM,54.55,7.85,22,0.0,0.0,2
121,NS-IBTS,1978,1,09-02-1978 06:25:00 PM,60.3333,0.6333,135,0.008433131018900336,1.2315097359010543,2
124,NS-IBTS,1978,1,11-02-1978 07:33:00 AM,60.3333,2.1833,118,0.0,0.06840682512740276,2
125,NS-IBTS,1978,1,11-02-1978 10:40:00 AM,60.65,2.3,125,0.0,0.0,2
126,NS-IBTS,1978,1,11-02-1978 03:07:00 PM,61.1833,2.3,193,0.0,0.13420468401686933,2
129,NS-IBTS,1978,1,12-02-1978 09:03:00 AM,59.75,2.5,115,0.0,0.0,2
130,NS-IBTS,1978,1,12-02-1978 11:30:00 AM,59.4167,2.1833,125,0.0,0.0,2
131,NS-IBTS,1978,1,12-02-1978 03:15:00 PM,59.1833,1.6667,113,0.0,0.0,2
133,NS-IBTS,1978,1,13-02-1978 07:01:00 AM,56.3333,5.3167,55,0.0,0.0,2
134,NS-IBTS,1978,1,13-02-1978 07:36:00 AM,59.35,0.3833,137,0.0,0.20467987907917,2
135,NS-IBTS,1978,1,13-02-1978 10:00:00 AM,56.5667,5.3167,58,0.0,0.0,2
136,NS-IBTS,1978,1,13-02-1978 11:37:00 AM,59.65,0.6667,128,0.0,0.0,2
137,NS-IBTS,1978,1,13-02-1978 01:30:00 PM,56.4833,4.8333,62,0.0,0.0,2
138,NS-IBTS,1978,1,13-02-1978 03:58:00 PM,56.6167,4.7,63,0.0,0.0,2
139,NS-IBTS,1978,1,13-02-1978 04:11:00 PM,59.6667,1.4,110,0.0,0.0,2
141,NS-IBTS,1978,1,14-02-1978 06:27:00 AM,57.2833,5.05,58,0.0,0.0,2
142,NS-IBTS,1978,1,14-02-1978 01:04:00 PM,57.3167,4.6833,63,0.0,0.0,2
143,NS-IBTS,1978,1,15-02-1978 06:48:00 AM,58.2333,1.5,104,0.0,0.0,2
144,NS-IBTS,1978,1,15-02-1978 10:27:00 AM,58.6833,1.4667,116,0.0,0.0,2
145,NS-IBTS,1978,1,15-02-1978 02:29:00 PM,58.7333,0.45,131,0.0,0.0,2
146,NS-IBTS,1978,1,15-02-1978 07:18:00 PM,58.1167,0.5,151,0.0,0.0,2
147,NS-IBTS,1978,1,16-02-1978 06:35:00 AM,57.7167,0.5167,112,0.0,0.0,2
148,NS-IBTS,1978,1,16-02-1978 09:20:00 AM,57.8167,1.1,104,0.0,0.0,2
149,NS-IBTS,1978,1,16-02-1978 01:30:00 PM,57.3667,1.3667,91,0.0,0.0,2
150,NS-IBTS,1978,1,16-02-1978 04:52:00 PM,57.3833,0.7,93,0.0,0.0,2
151,NS-IBTS,1978,1,16-02-1978 07:45:00 PM,57.2333,5.1,58,0.01203564766134783,0.0,2
152,NS-IBTS,1978,1,17-02-1978 06:20:00 AM,57.75,1.4667,87,0.0,0.0,2
153,NS-IBTS,1978,1,17-02-1978 10:02:00 AM,57.75,0.5167,109,0.0,0.0,2
154,NS-IBTS,1978,1,17-02-1978 10:07:00 AM,59.25,3.3,150,0.0,0.0,2
155,NS-IBTS,1978,1,17-02-1978 01:45:00 PM,58.8833,3.1667,113,0.0,0.0,2
156,NS-IBTS,1978,1,17-02-1978 04:55:00 PM,58.7667,2.6833,110,0.0,0.0,2
158,NS-IBTS,1978,1,19-02-1978 06:45:00 AM,57.3333,2.85,74,0.0,0.0,2
159,NS-IBTS,1978,1,19-02-1978 09:09:00 AM,57.3333,3.1833,68,0.0,0.0,2
160,NS-IBTS,1978,1,19-02-1978 12:52:00 PM,57.6167,2.75,70,0.0,0.0,2
161,NS-IBTS,1978,1,19-02-1978 04:15:00 PM,57.7833,3.3667,66,0.0,0.0,2
162,NS-IBTS,1978,1,20-02-1978 06:25:00 AM,57.7,4.6,86,0.0,0.0,2
163,NS-IBTS,1978,1,20-02-1978 07:25:00 AM,57.25,0.5167,86,0.0,2.7122630959275327,2
164,NS-IBTS,1978,1,20-02-1978 08:40:00 AM,57.6333,5.0833,90,0.0,0.0,2
165,NS-IBTS,1978,1,20-02-1978 10:30:00 AM,57.2333,1.2833,93,0.0,4.025454950628351,2
166,NS-IBTS,1978,1,20-02-1978 01:50:00 PM,56.75,1.4333,95,0.0,0.6663822437013255,2
167,NS-IBTS,1978,1,20-02-1978 05:05:00 PM,56.7333,0.5333,85,0.0,0.3707441795531475,2
168,NS-IBTS,1978,1,20-02-1978 08:10:00 PM,56.3167,0.4333,84,0.0,1786.0770141938722,2
169,NS-IBTS,1978,1,21-02-1978 06:32:00 AM,54.8667,7.4167,22,0.0,0.0,2
170,NS-IBTS,1978,1,21-02-1978 07:25:00 AM,56.2167,1.5667,84,0.0,38.974535709860966,2
171,NS-IBTS,1978,1,21-02-1978 08:20:00 AM,54.8,7.5333,20,0.0,0.0,2
172,NS-IBTS,1978,1,21-02-1978 09:09:00 AM,53.45,3.65,30,0.0,0.0,2
173,NS-IBTS,1978,1,21-02-1978 10:30:00 AM,55.8333,1.5,81,0.0,4.056950090207433,2
174,NS-IBTS,1978,1,21-02-1978 10:37:00 AM,54.5667,7.4,27,0.0,0.0,2
175,NS-IBTS,1978,1,21-02-1978 12:35:00 PM,54.4167,7.3167,33,0.0,0.0,2
176,NS-IBTS,1978,1,21-02-1978 12:38:00 PM,53.6,3.45,39,0.0,0.0,2
177,NS-IBTS,1978,1,21-02-1978 01:35:00 PM,55.4,1.5,57,0.0,0.0,2
178,NS-IBTS,1978,1,21-02-1978 02:34:00 PM,53.5333,3.6,35,0.0,0.0,2
179,NS-IBTS,1978,1,21-02-1978 02:40:00 PM,54.2667,7.3333,37,0.0,0.0,2
180,NS-IBTS,1978,1,21-02-1978 03:39:00 PM,53.6333,3.5667,40,0.0,0.0,2
181,NS-IBTS,1978,1,21-02-1978 04:15:00 PM,55.3,0.85,73,0.0,0.6710662258979472,2
182,NS-IBTS,1978,1,21-02-1978 04:48:00 PM,53.75,3.5167,39,0.0,0.0,2
183,NS-IBTS,1978,1,21-02-1978 04:50:00 PM,54.1167,7.25,33,0.0,0.0,2
184,NS-IBTS,1978,1,21-02-1978 07:55:00 PM,55.25,-0.15,76,0.0,9.144042614290733,2
185,NS-IBTS,1978,1,22-02-1978 06:18:00 AM,54.7333,5.8333,40,0.0,0.0,2
186,NS-IBTS,1978,1,22-02-1978 06:44:00 AM,53.9167,3.4,39,0.0,0.0,2
187,NS-IBTS,1978,1,22-02-1978 08:20:00 AM,53.8833,3.6667,38,0.0,0.0,2
188,NS-IBTS,1978,1,22-02-1978 08:57:00 AM,54.6,6.2,38,0.0,0.0,2
189,NS-IBTS,1978,1,22-02-1978 11:15:00 AM,54.4,6.1333,38,0.05738712206984613,0.0,2
190,NS-IBTS,1978,1,22-02-1978 12:20:00 PM,52.7667,2.5333,46,0.0,0.6831284375457123,2
191,NS-IBTS,1978,1,22-02-1978 01:35:00 PM,54.35,5.8167,40,0.0,0.0,2
192,NS-IBTS,1978,1,22-02-1978 03:15:00 PM,54.3333,5.6,38,0.0,0.0,2
193,NS-IBTS,1978,1,22-02-1978 03:50:00 PM,52.75,3.45,27,0.0,0.0,2
194,NS-IBTS,1978,1,22-02-1978 04:50:00 PM,54.3167,5.4833,40,0.0,0.13420468401686933,2
195,NS-IBTS,1978,1,22-02-1978 06:00:00 PM,52.5833,3.5833,22,0.16448958263711874,0.09762927233309061,2
196,NS-IBTS,1978,1,24-02-1978 07:12:00 AM,53.3,3.2667,26,0.0,0.08215099530398888,2
197,NS-IBTS,1978,1,24-02-1978 03:35:00 PM,53.6,3.3333,38,0.0,0.0,2
198,NS-IBTS,1978,1,24-02-1978 05:10:00 PM,53.6333,3.1667,39,0.0,0.0,2
199,NS-IBTS,1978,1,25-02-1978 08:04:00 AM,53.9333,3.6833,33,0.0441258405984501,0.35793451502801776,2
200,NS-IBTS,1978,1,26-02-1978 09:44:00 AM,54.5833,3.1167,36,0.0,0.0,2
201,NS-IBTS,1978,1,27-02-1978 06:35:00 AM,57.9333,2.8333,61,0.0,0.0,2
202,NS-IBTS,1978,1,27-02-1978 08:33:00 AM,58.1167,2.8333,75,0.0,0.0,2
203,NS-IBTS,1978,1,27-02-1978 11:40:00 AM,58.1833,3.3333,80,0.0,0.0,2
204,NS-IBTS,1978,1,27-02-1978 04:15:00 PM,58.2667,4.1333,189,0.0,0.0,2
205,NS-IBTS,1978,1,28-02-1978 07:03:00 AM,59.7167,3.2,150,0.0,0.0,2
206,NS-IBTS,1978,1,28-02-1978 07:30:00 AM,54.9167,6.55,41,0.0,0.0,2
207,NS-IBTS,1978,1,28-02-1978 10:25:00 AM,54.7333,7.2667,25,0.0,0.0,2
208,NS-IBTS,1978,1,28-02-1978 10:37:00 AM,60.1333,3.2,167,0.0,0.0,2
209,NS-IBTS,1978,1,28-02-1978 12:35:00 PM,54.6,7.3,30,0.0,0.0,2
210,NS-IBTS,1978,1,28-02-1978 02:25:00 PM,60.55,3.1667,213,0.0,0.0,2
211,NS-IBTS,1978,1,28-02-1978 02:30:00 PM,54.3667,7.2333,42,0.0,0.0,2
212,NS-IBTS,1978,1,28-02-1978 04:00:00 PM,54.25,7.2,38,0.0,0.7919370094971172,2
213,NS-IBTS,1978,1,28-02-1978 04:55:00 PM,53.75,2.5,26,0.0,0.0,2
49,NS-IBTS,1978,1,01-03-1978 07:20:00 AM,54.1,7.25,36,0.0,0.0,2
50,NS-IBTS,1978,1,01-03-1978 09:25:00 AM,54.0833,6.7333,34,0.0,0.0,2
51,NS-IBTS,1978,1,01-03-1978 10:24:00 AM,53.8667,3.65,33,0.0,0.0,2
52,NS-IBTS,1978,1,01-03-1978 11:42:00 AM,53.85,3.75,36,0.0,0.0,2
53,NS-IBTS,1978,1,01-03-1978 01:11:00 PM,53.8,3.8333,40,0.0,0.0,2
54,NS-IBTS,1978,1,01-03-1978 02:20:00 PM,53.7667,3.85,41,0.0,0.0,2
55,NS-IBTS,1978,1,01-03-1978 03:36:00 PM,53.7333,3.7667,39,0.0,0.0,2
60,NS-IBTS,1978,1,02-03-1978 08:14:00 AM,54.2833,6.1667,41,0.0,0.0,2
61,NS-IBTS,1978,1,02-03-1978 08:30:00 AM,54.75,3.5167,44,0.0,0.0,2
62,NS-IBTS,1978,1,02-03-1978 10:25:00 AM,54.7333,4.2167,49,0.028693561034923064,0.0,2
63,NS-IBTS,1978,1,02-03-1978 12:52:00 PM,54.2333,7.45,45,0.0,0.0,2
64,NS-IBTS,1978,1,02-03-1978 02:00:00 PM,54.65,5.3167,45,0.0,0.0,2
65,NS-IBTS,1978,1,02-03-1978 02:01:00 PM,54.3167,7.4167,46,0.0,0.0,2
66,NS-IBTS,1978,1,02-03-1978 03:14:00 PM,54.3167,7.3,45,0.0,0.0,2
67,NS-IBTS,1978,1,02-03-1978 05:10:00 PM,54.4,6.0167,42,0.03653978695907535,0.0,2
69,NS-IBTS,1978,1,03-03-1978 08:14:00 AM,54.55,7.1667,41,0.0,0.0,2
70,NS-IBTS,1978,1,03-03-1978 11:18:00 AM,54.75,7.7333,21,0.0,0.0,2
71,NS-IBTS,1978,1,03-03-1978 01:55:00 PM,54.8667,7.7833,26,0.0,0.0,2
72,NS-IBTS,1978,1,03-03-1978 04:19:00 PM,54.75,6.9167,41,0.0,0.0,2
73,NS-IBTS,1978,1,04-03-1978 08:09:00 AM,56.15,7.2333,26,0.0,0.0,2
74,NS-IBTS,1978,1,04-03-1978 09:12:00 AM,56.1333,7.3167,27,0.0,0.0,2
75,NS-IBTS,1978,1,04-03-1978 10:20:00 AM,56.1667,7.3833,27,0.0,0.0,2
76,NS-IBTS,1978,1,04-03-1978 11:30:00 AM,56.2333,7.4333,28,0.0,0.0,2
77,NS-IBTS,1978,1,04-03-1978 12:56:00 PM,56.2833,7.5,36,0.0,0.0,2
78,NS-IBTS,1978,1,04-03-1978 02:02:00 PM,56.3333,7.4833,34,0.0,0.0,2
79,NS-IBTS,1978,1,04-03-1978 09:08:00 PM,56.1833,6.4667,41,0.0,0.0,2
83,NS-IBTS,1978,1,05-03-1978 08:10:00 AM,56.3167,5.3,52,0.0,0.0,2
84,NS-IBTS,1978,1,05-03-1978 02:34:00 PM,56.5333,4.5,65,0.0,0.0,2
85,NS-IBTS,1978,1,05-03-1978 04:56:00 PM,56.5333,5.1,61,0.0,0.0,2
91,NS-IBTS,1978,1,06-03-1978 08:12:00 AM,56.6167,6.85,42,0.0,0.0,2
92,NS-IBTS,1978,1,06-03-1978 09:24:00 AM,56.6333,6.8,36,0.0,0.0,2
93,NS-IBTS,1978,1,06-03-1978 10:35:00 AM,56.6167,6.9167,36,0.0,0.0,2
94,NS-IBTS,1978,1,06-03-1978 05:11:00 PM,57.0833,6.8833,57,0.0,0.0,2
101,NS-IBTS,1978,1,07-03-1978 08:13:00 AM,56.6167,7.8167,23,0.0,0.0,2
102,NS-IBTS,1978,1,07-03-1978 01:43:00 PM,57.4333,8.5167,47,0.0,0.0,2
103,NS-IBTS,1978,1,07-03-1978 02:46:00 PM,57.4833,8.5667,61,0.0,0.0,2
104,NS-IBTS,1978,1,07-03-1978 03:56:00 PM,57.5167,8.6,65,0.0,0.0,2
105,NS-IBTS,1978,1,07-03-1978 09:36:00 PM,57.4667,7.7667,156,0.0,0.0,2
122,NS-IBTS,1978,1,09-03-1978 08:33:00 AM,56.6,1.4833,90,0.0,0.0,2
123,NS-IBTS,1978,1,09-03-1978 11:06:00 AM,56.3833,1.6167,92,0.0,0.0,2
127,NS-IBTS,1978,1,11-03-1978 12:14:00 PM,55.8333,-1.5833,85,0.0,0.0,2
128,NS-IBTS,1978,1,11-03-1978 04:45:00 PM,55.4167,-0.5833,75,0.0,0.0,2
132,NS-IBTS,1978,1,12-03-1978 08:13:00 AM,54.8667,-0.8667,64,0.0,0.0,2
140,NS-IBTS,1978,1,13-03-1978 08:11:00 AM,54.8167,1.2167,40,0.0,0.0,2
157,NS-IBTS,1978,1,17-03-1978 08:14:00 AM,54.7833,2.3167,20,0.0,0.0,2
406,NS-IBTS,1979,1,29-01-1979 02:53:00 PM,53.1333,4.0833,27,0.0,0.0,3
407,NS-IBTS,1979,1,30-01-1979 10:22:00 AM,57.2167,4.5,63,0.0,0.0,3
408,NS-IBTS,1979,1,30-01-1979 03:22:00 PM,57.2667,5.5333,55,0.0,0.0,3
409,NS-IBTS,1979,1,30-01-1979 06:35:00 PM,57.7333,5.45,123,0.0,0.0,3
410,NS-IBTS,1979,1,30-01-1979 09:45:00 PM,57.75,4.5333,85,0.0,0.0,3
411,NS-IBTS,1979,1,31-01-1979 07:25:00 AM,57.45,3.5,62,0.0,0.0,3
412,NS-IBTS,1979,1,31-01-1979 10:15:00 AM,57.75,3.4833,63,0.0,0.0,3
413,NS-IBTS,1979,1,31-01-1979 01:30:00 PM,57.7333,2.5,72,0.0,0.0,3
414,NS-IBTS,1979,1,31-01-1979 04:25:00 PM,57.2667,2.5,83,0.0,0.0,3
219,NS-IBTS,1979,1,01-02-1979 07:35:00 AM,59.2667,3.2333,148,0.0,0.0,3
220,NS-IBTS,1979,1,01-02-1979 10:25:00 AM,59.6,3.1667,141,0.0,0.0,3
221,NS-IBTS,1979,1,01-02-1979 01:52:00 PM,53.7167,1.5333,29,0.0,0.0,3
222,NS-IBTS,1979,1,01-02-1979 05:23:00 PM,53.5,1.7167,25,0.0,0.0,3
230,NS-IBTS,1979,1,02-02-1979 12:42:00 PM,54.3333,0.2,65,0.0,0.0,3
232,NS-IBTS,1979,1,03-02-1979 01:54:00 PM,60.75,0.5833,150,0.0,0.0,3
233,NS-IBTS,1979,1,04-02-1979 07:53:00 AM,61.2,0.7167,150,0.0,0.09762927233309061,3
234,NS-IBTS,1979,1,04-02-1979 11:25:00 AM,61.2333,1.25,150,0.0,0.5548939905621503,3
235,NS-IBTS,1979,1,04-02-1979 03:53:00 PM,61.2333,2.1833,195,0.0,0.0,3
236,NS-IBTS,1979,1,05-02-1979 06:16:00 AM,60.75,1.5167,148,0.0,0.03420341256370138,3
237,NS-IBTS,1979,1,05-02-1979 08:09:00 AM,54.65,5.1,46,0.0,0.0,3
238,NS-IBTS,1979,1,05-02-1979 08:20:00 AM,59.7333,2.5,119,0.0,0.0,3
239,NS-IBTS,1979,1,05-02-1979 12:20:00 PM,59.2833,2.1667,123,0.0,0.0,3
240,NS-IBTS,1979,1,05-02-1979 01:11:00 PM,54.3167,5.75,41,0.0,0.0,3
241,NS-IBTS,1979,1,05-02-1979 02:51:00 PM,54.3667,5.6,45,0.0,0.0,3
242,NS-IBTS,1979,1,06-02-1979 05:30:00 AM,57.75,-0.5,113,0.0,0.6089325441786658,3
243,NS-IBTS,1979,1,06-02-1979 05:55:00 AM,60.3667,2.5667,90,0.03653978695907535,0.0,3
244,NS-IBTS,1979,1,06-02-1979 08:45:00 AM,57.7167,-1.5,82,0.0,0.0,3
245,NS-IBTS,1979,1,06-02-1979 09:04:00 AM,60.6167,2.6667,113,0.0,0.05629277904417795,3
246,NS-IBTS,1979,1,06-02-1979 11:01:00 AM,54.45,4.45,46,0.0,0.0,3
247,NS-IBTS,1979,1,06-02-1979 11:50:00 AM,60.6333,3.1333,212,0.016544631059204215,0.0,3
248,NS-IBTS,1979,1,06-02-1979 12:20:00 PM,57.25,-1.45,93,0.0,0.0,3
249,NS-IBTS,1979,1,06-02-1979 03:10:00 PM,60.4167,3.2667,236,0.0,0.0,3
250,NS-IBTS,1979,1,06-02-1979 03:35:00 PM,57.2333,-0.5,86,0.0,0.0,3
251,NS-IBTS,1979,1,07-02-1979 06:40:00 AM,59.3167,2.5667,126,0.0,0.0,3
252,NS-IBTS,1979,1,07-02-1979 07:30:00 AM,55.7,-1.2167,82,0.0,0.0,3
253,NS-IBTS,1979,1,07-02-1979 09:51:00 AM,59.3167,3.25,155,0.0,0.0,3
254,NS-IBTS,1979,1,07-02-1979 10:30:00 AM,55.75,-0.4167,72,0.0,0.0,3
255,NS-IBTS,1979,1,07-02-1979 01:35:00 PM,55.8167,0.4333,83,0.0,0.20467987907917,3
256,NS-IBTS,1979,1,07-02-1979 02:13:00 PM,59.6833,3.2,130,0.0,0.0,3
